Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Novak Djokovic,1,36.2,2210.7,,2114.3,1960.2,1898.1,,2162.5,2085.4,2054.4,,2016 Miami F,28.8,2470.3,2286.6
Carlos Alcaraz,2,20.3,2207.7,,2042.6,2039.0,1909.3,,2125.1,2123.3,2058.5,,2023 Canada R16,20.2,2239.7,2226.2
Daniil Medvedev,3,27.5,2113.9,,2053.6,1850.0,1751.2,,2083.8,1982.0,1932.6,,2022 Australian Open SF,25.9,2191.9,2127.8
Jannik Sinner,4,22.0,2071.2,,1993.0,1913.5,1733.0,,2032.1,1992.4,1902.1,,2023 Miami SF,21.5,2110.1,2062.0
Andrey Rublev,5,25.8,2014.0,,1898.8,1918.9,1757.6,,1956.4,1966.5,1885.8,,2021 Monte Carlo SF,23.4,2106.2,2002.1
Alexander Zverev,6,26.3,2011.9,,1869.7,1917.9,1619.4,,1940.8,1964.9,1815.7,,2022 Atp Cup RR,24.7,2161.7,2077.1
Holger Rune,7,20.3,2007.9,,1841.1,1897.3,1631.9,,1924.5,1952.6,1819.9,,2023 Roland Garros R16,20.0,2070.1,1977.6
Stefanos Tsitsipas,8,25.0,1994.4,,1906.4,2005.2,1650.8,,1950.4,1999.8,1822.6,,2021 Roland Garros SF,22.8,2133.4,1930.5
Taylor Fritz,9,25.8,1977.0,,1944.5,1757.6,1598.7,,1960.8,1867.3,1787.8,,2023 Monte Carlo QF,25.4,2041.3,1972.2
Alex De Minaur,10,24.5,1959.7,,1898.3,1622.5,1679.5,,1929.0,1791.1,1819.6,,2020 Atp Cup RR,20.8,1993.5,1980.9
Grigor Dimitrov,11,32.2,1943.6,,1799.9,1802.7,1611.6,,1871.7,1873.2,1777.6,,2014 Canada QF,23.2,2090.6,1962.0
Hubert Hurkacz,12,26.5,1935.2,,1867.0,1717.5,1723.7,,1901.1,1826.4,1829.5,,2022 Canada SF,25.4,1998.1,1930.5
Tommy Paul,13,26.2,1924.4,,1888.5,1598.1,1618.1,,1906.5,1761.3,1771.3,,2023 Miami R32,25.8,1953.3,1944.3
Frances Tiafoe,14,25.6,1923.2,,1825.3,1747.7,1667.7,,1874.3,1835.5,1795.5,,2023 Queen's Club R32,25.4,1960.6,1896.8
Casper Ruud,15,24.6,1917.9,,1739.3,1940.6,1412.8,,1828.6,1929.2,1665.4,,2022 Roland Garros SF,23.4,2064.0,1862.2
Matteo Berrettini,16,27.3,1899.7,,1693.2,1801.9,1822.2,,1796.4,1850.8,1860.9,,2022 Gstaad SF,26.2,2072.6,1876.1
Andy Murray,17,36.2,1887.7,,1758.3,1752.5,1740.6,,1823.0,1820.1,1814.2,,2017 Doha SF,29.6,2347.2,1910.6
Alejandro Davidovich Fokina,18,24.2,1885.4,,1796.2,1753.5,1502.0,,1840.8,1819.4,1693.7,,2021 Roland Garros R16,21.9,1928.4,1910.1
