Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Ben Shelton,19,22.3,1925.5,,17,1879.8,35,1762.5,27,1730.3,,1960.4,2024-10,,14,0.31,1877.1
Casper Ruud,20,26.1,1920.2,,23,1853.5,7,1936.0,48,1678.4,,2063.7,2022-05,,6,1.20,1834.1
Felix Auger Aliassime,21,24.5,1918.6,,21,1864.1,16,1863.7,22,1753.4,,2052.8,2022-10,,19,0.10,1907.6
Denis Shapovalov,22,25.8,1911.3,,19,1868.2,27,1810.4,26,1736.8,,1970.2,2020-01,,28,-0.24,1963.9
Tallon Griekspoor,23,28.6,1910.6,,22,1862.9,28,1802.7,16,1784.8,,1925.2,2022-01,,34,-0.39,1946.9
Andrey Rublev,24,27.3,1909.1,,20,1867.9,13,1885.7,15,1787.8,,2106.1,2021-04,,9,0.98,1839.2
Lorenzo Musetti,25,23.0,1901.3,,35,1801.7,12,1893.1,12,1830.0,,1972.5,2024-08,,16,0.45,1766.7
Jiri Lehecka,26,23.3,1897.3,,26,1849.3,39,1753.2,37,1702.0,,1937.3,2025-02,,27,-0.04,1893.3
Thanasi Kokkinakis,27,28.7,1897.1,,25,1851.9,33,1774.9,51,1666.3,,1905.3,2025-01,,93,-1.24,1738.1
Arthur Fils,28,20.7,1889.3,,27,1835.0,19,1834.3,23,1751.6,,1920.0,2024-10,,18,0.44,1829.7
Francisco Cerundolo,29,26.5,1876.7,,32,1808.9,17,1857.2,40,1695.5,,1938.1,2023-07,,24,0.19,1889.0
Karen Khachanov,30,28.7,1873.0,,28,1827.8,24,1821.0,41,1688.1,,2015.2,2018-10,,23,0.27,1672.6
Jordan Thompson,31,30.8,1862.1,,29,1821.9,104,1639.4,21,1756.1,,1887.7,2025-01,,37,-0.18,1666.0
Rafael Nadal,32,38.4,1855.2,,46,1765.7,25,1817.7,49,1677.6,,2370.4,2009-05,,,,
Sebastian Korda,33,24.6,1854.6,,36,1795.4,53,1726.6,20,1756.9,,2005.0,2023-01,,25,0.28,1603.1
Marcos Giron,34,31.6,1853.8,,33,1808.9,72,1685.4,19,1761.8,,1863.9,2025-03,,45,-0.28,1853.2
Alex Michelsen,35,20.5,1853.3,,30,1815.9,120,1606.7,35,1713.2,,1881.9,2025-01,,33,0.06,1811.9
Alejandro Davidovich Fokina,36,25.7,1849.9,,31,1812.4,34,1773.1,60,1653.5,,1928.3,2021-05,,39,-0.08,1857.1
Jakub Mensik,37,19.5,1841.0,,37,1793.0,37,1760.4,74,1621.5,,1912.2,2024-10,,54,-0.38,1797.0
Yoshihito Nishioka,38,29.3,1838.2,,34,1803.3,61,1709.9,55,1659.2,,1891.8,2023-01,,68,-0.58,1878.2
Learner Tien,39,19.2,1829.0,,38,1782.1,211,1491.5,84,1614.5,,1874.5,2025-02,,66,-0.53,1819.3
Jan Lennard Struff,40,34.8,1827.3,,64,1729.7,21,1828.9,30,1728.5,,1925.7,2024-07,,49,-0.20,1577.2
Giovanni Mpetshi Perricard,41,21.6,1823.6,,44,1771.6,62,1708.1,33,1718.9,,1865.0,2024-12,,29,0.35,1725.0
Juncheng Shang,42,19.9,1823.4,,41,1778.1,76,1679.5,42,1686.9,,1902.7,2024-09,,58,-0.32,1717.4
Nuno Borges,43,28.0,1821.3,,39,1780.9,38,1756.6,95,1592.8,,1837.7,2025-03,,42,0.02,1816.6
Frances Tiafoe,44,27.1,1819.2,,43,1773.2,43,1741.6,25,1742.0,,1959.8,2023-06,,17,0.95,1661.0
Matteo Arnaldi,45,24.0,1818.8,,42,1775.2,31,1781.5,62,1648.7,,1886.8,2024-06,,35,0.25,1783.4
Alexei Popyrin,46,25.5,1817.9,,48,1764.1,40,1751.2,50,1676.9,,1893.4,2024-08,,26,0.57,
Hamad Medjedovic,47,21.5,1816.4,,40,1778.7,42,1741.8,61,1652.0,,1820.9,2024-05,,73,-0.44,1874.2
Zizou Bergs,48,25.7,1812.9,,50,1761.2,47,1733.0,45,1683.5,,1840.3,2025-02,,51,-0.06,1789.2
Brandon Nakashima,49,23.5,1810.3,,47,1765.6,50,1730.7,39,1697.6,,1897.5,2021-11,,32,0.43,1775.4
Pablo Carreno Busta,50,33.6,1799.4,,49,1763.1,30,1786.4,78,1618.0,,2001.9,2021-08,,109,-0.78,1765.1
Quentin Halys,51,28.3,1796.5,,52,1748.5,67,1699.7,34,1715.3,,1798.7,2025-03,,57,-0.11,1840.9
Nishesh Basavareddy,52,19.8,1794.7,,51,1756.7,196,1507.3,93,1597.3,,1847.9,2025-01,,100,-0.65,1774.0
Miomir Kecmanovic,53,25.5,1794.5,,55,1737.8,41,1747.4,52,1664.0,,1895.2,2022-04,,48,0.10,1780.8
Flavio Cobolli,54,22.8,1793.8,,54,1745.9,51,1728.2,91,1600.2,,1881.7,2024-12,,43,0.23,1570.0
Marton Fucsovics,55,33.0,1787.3,,62,1731.3,44,1738.5,28,1730.1,,1924.6,2021-03,,90,-0.49,1733.7
Yibing Wu,56,24.9,1785.4,,45,1771.0,110,1635.7,104,1578.2,,1874.7,2023-03,,421,-2.02,
Reilly Opelka,57,27.5,1783.8,,53,1748.2,48,1731.4,69,1630.1,,1936.4,2022-04,,114,-0.69,1750.9
Laslo Djere,58,29.7,1783.8,,77,1690.4,32,1779.0,96,1592.3,,1836.0,2023-09,,75,-0.26,1887.6
Christopher Oconnell,59,30.7,1783.1,,56,1735.7,78,1674.6,53,1661.2,,1820.5,2024-09,,78,-0.28,1739.3
Roman Safiullin,60,27.5,1781.8,,58,1732.6,60,1711.3,43,1686.1,,1894.2,2024-01,,71,-0.17,1621.6
Lorenzo Sonego,61,29.8,1774.3,,61,1731.5,63,1707.9,59,1655.6,,1887.9,2021-05,,38,0.47,1736.1
Fabian Marozsan,62,25.4,1774.2,,57,1735.2,73,1685.1,99,1585.8,,1854.4,2024-03,,59,0.05,1744.7
Sebastian Baez,63,24.1,1773.9,,121,1616.1,26,1813.9,124,1555.9,,1934.5,2022-07,,36,0.56,1771.2
Jacob Fearnley,64,23.6,1773.6,,60,1732.3,202,1496.8,47,1679.4,,1900.4,2024-10,,83,-0.26,1696.6
Roberto Bautista Agut,65,36.8,1771.4,,69,1712.5,52,1727.1,31,1727.5,,2014.6,2016-02,,50,0.26,
Kei Nishikori,66,35.1,1770.1,,59,1732.5,99,1648.6,79,1618.0,,2210.8,2016-08,,64,0.03,1762.8
Colton Smith,67,21.9,1766.2,,65,1728.7,209,1493.1,101,1583.1,,1793.9,2025-03,,202,-1.10,1800.7
Cameron Norrie,68,29.5,1765.7,,63,1730.2,36,1762.5,46,1683.1,,2018.1,2022-08,,81,-0.17,1695.6
David Goffin,69,34.2,1764.3,,67,1718.1,59,1716.3,36,1711.0,,2038.8,2017-05,,55,0.23,1577.3
Lucas Pouille,70,30.9,1760.7,,66,1721.6,85,1667.5,44,1685.1,,1977.4,2017-06,,106,-0.41,1704.6
Gabriel Diallo,71,23.4,1759.7,,68,1717.4,119,1608.3,116,1562.4,,1800.8,2024-10,,87,-0.20,1723.1
Alexander Bublik,72,27.7,1758.8,,70,1711.5,79,1674.4,29,1729.6,,1880.3,2024-03,,80,-0.11,1714.2
Tomas Martin Etcheverry,73,25.6,1752.4,,76,1695.7,45,1735.8,141,1536.2,,1845.3,2023-05,,44,0.51,1670.8
Kamil Majchrzak,74,29.1,1746.4,,71,1705.3,57,1717.6,54,1660.0,,1795.3,2024-06,,120,-0.48,1703.1
Alexandre Muller,75,28.0,1740.8,,83,1672.2,58,1717.1,125,1555.6,,1774.7,2025-02,,41,0.60,1733.5
Marin Cilic,76,36.4,1740.6,,80,1686.7,75,1683.5,38,1699.4,,2094.7,2010-02,,143,-0.63,
Nicolas Jarry,77,29.3,1737.6,,82,1684.4,54,1724.8,68,1630.2,,1892.7,2023-10,,47,0.49,1570.7
Jaume Munar,78,27.8,1737.1,,96,1653.5,66,1703.2,138,1537.5,,1807.5,2022-08,,56,0.33,1743.4
Botic Van De Zandschulp,79,29.4,1733.6,,78,1688.5,74,1684.9,87,1606.1,,1928.6,2022-09,,85,-0.07,1641.1
Camilo Ugo Carabelli,80,25.6,1732.8,,159,1560.5,49,1731.2,142,1536.0,,1743.6,2025-02,,65,0.21,1772.4
Aleksandar Kovacevic,81,26.5,1731.2,,73,1698.5,198,1503.9,130,1549.8,,1754.2,2024-04,,79,0.03,1832.3
Zhizhen Zhang,82,28.3,1731.0,,94,1655.3,56,1721.9,82,1615.0,,1828.8,2024-09,,52,0.46,1613.4
Borna Coric,83,28.2,1727.1,,74,1696.6,70,1694.1,71,1623.7,,1999.2,2019-01,,112,-0.30,1788.5
Benjamin Bonzi,84,28.7,1725.2,,79,1688.4,132,1593.6,65,1638.8,,1816.2,2022-06,,63,0.29,1563.7
Mackenzie Mcdonald,85,29.8,1725.1,,72,1698.5,150,1565.7,72,1622.5,,1832.3,2023-03,,101,-0.17,1717.7
Roberto Carballes Baena,86,31.9,1724.9,,93,1655.9,64,1707.6,122,1556.7,,1775.5,2024-10,,53,0.48,1582.6
Emil Ruusuvuori,87,25.9,1720.3,,75,1696.3,112,1632.0,67,1631.7,,1880.8,2023-06,,218,-0.92,1512.7
Stan Wawrinka,88,39.8,1719.3,,81,1686.0,83,1672.8,86,1609.8,,2144.5,2016-01,,168,-0.65,
Corentin Moutet,89,25.8,1711.0,,90,1660.2,77,1675.3,92,1599.4,,1819.9,2023-01,,76,0.16,1682.3
Alejandro Tabilo,90,27.7,1709.9,,91,1659.6,82,1673.7,57,1656.9,,1881.5,2024-07,,31,1.07,
Bu Yunchaokete,91,23.1,1709.7,,84,1667.3,163,1543.3,140,1536.3,,1821.9,2024-09,,69,0.28,1627.1
Raphael Collignon,92,23.1,1706.9,,88,1663.2,93,1655.4,120,1558.2,,1740.4,2024-11,,91,0.01,1689.9
Mariano Navone,93,24.0,1705.8,,160,1556.9,55,1724.0,203,1486.4,,1860.2,2024-04,,62,0.41,1710.7
Aleksandar Vukic,94,28.9,1702.8,,97,1651.6,130,1595.6,66,1638.2,,1770.1,2025-01,,77,0.20,1527.7
Soon Woo Kwon,95,27.1,1701.2,,85,1666.5,124,1602.7,109,1573.9,,1822.0,2023-01,,372,-1.37,
Borna Gojo,96,26.9,1701.0,,86,1665.8,113,1631.7,189,1498.0,,1790.3,2023-10,,426,-1.49,
Dominik Koepfer,97,30.7,1700.9,,92,1656.8,68,1696.0,106,1576.4,,1812.8,2024-03,,147,-0.42,1553.9
Max Purcell,98,26.3,1700.5,,107,1638.1,172,1535.9,64,1640.6,,1783.1,2023-08,,128,-0.27,
Sebastian Ofner,99,28.2,1699.4,,102,1648.0,86,1665.5,83,1614.9,,1814.3,2024-01,,131,-0.28,
Ethan Quinn,100,20.9,1696.9,,87,1664.9,278,1421.4,107,1575.2,,1710.0,2025-03,,135,-0.30,1748.1
Fabio Fognini,101,37.7,1693.3,,131,1604.0,65,1703.6,63,1641.5,,2008.0,2014-04,,97,0.04,
Michael Mmoh,102,27.1,1691.0,,105,1641.4,127,1598.7,118,1560.2,,1749.2,2017-02,,287,-1.03,1693.5
Yosuke Watanuki,103,26.8,1690.4,,101,1648.3,128,1597.9,85,1612.2,,1779.8,2023-04,,214,-0.73,1702.1
Pedro Martinez,104,27.8,1689.5,,120,1617.3,69,1694.8,234,1461.4,,1821.9,2022-04,,40,0.96,1619.7
Leandro Riedi,105,22.5,1689.4,,95,1655.0,129,1597.3,80,1617.0,,1809.6,2023-01,,293,-1.03,
Damir Dzumhur,106,32.7,1688.3,,119,1620.6,84,1668.6,81,1615.3,,1888.0,2018-02,,70,0.41,1812.0
Hugo Gaston,107,24.4,1687.6,,114,1627.1,81,1673.8,100,1585.1,,1783.8,2021-11,,88,0.20,1693.0
Arthur Cazaux,108,22.5,1687.2,,100,1649.9,170,1537.0,127,1551.8,,1801.3,2024-02,,118,-0.09,1592.9
Adam Walton,109,25.8,1686.0,,99,1651.4,294,1409.5,128,1551.3,,1711.6,2025-03,,89,0.20,1731.7
Brandon Holt,110,26.9,1682.6,,104,1644.1,221,1481.2,145,1534.4,,1719.3,2025-02,,116,-0.05,1726.4
Mattia Bellucci,111,23.7,1682.2,,109,1636.8,165,1540.6,75,1621.5,,1802.0,2024-10,,72,0.43,1610.0
Daniel Altmaier,112,26.4,1682.0,,106,1638.5,107,1637.4,139,1536.8,,1779.4,2021-08,,82,0.31,1702.6
Kyrian Jacquet,113,23.7,1680.3,,98,1651.4,135,1588.7,169,1515.0,,1735.2,2025-02,,151,-0.29,1702.1
Aslan Karatsev,114,31.4,1680.3,,113,1627.7,80,1673.9,148,1527.0,,1958.7,2021-05,,195,-0.54,1579.2
Francisco Comesana,115,24.3,1679.1,,146,1585.4,97,1650.9,98,1586.1,,1713.2,2024-09,,67,0.54,1656.4
Dusan Lajovic,116,34.6,1677.7,,136,1599.0,71,1688.9,222,1472.4,,1845.7,2018-10,,108,0.07,1520.4
Lloyd Harris,117,28.0,1675.9,,116,1625.4,147,1574.6,56,1657.9,,1890.0,2021-10,,142,-0.19,
Eliot Spizzirri,118,23.1,1673.5,,108,1637.5,255,1446.7,135,1542.8,,1700.3,2025-03,,134,-0.13,1685.3
Luca Nardi,119,21.5,1673.2,,111,1631.4,122,1605.2,206,1483.7,,1716.6,2024-04,,84,0.35,1675.9
Rinky Hijikata,120,24.0,1672.3,,110,1635.8,295,1407.6,111,1565.9,,1729.2,2025-01,,86,0.33,1590.1
Thiago Seyboth Wild,121,24.9,1670.7,,112,1628.7,102,1643.5,115,1563.9,,1782.1,2024-05,,96,0.23,1491.8
Facundo Bagnis,122,34.4,1668.8,,180,1539.0,88,1660.5,282,1422.8,,1719.0,2021-07,,400,-1.19,
Diego Schwartzman,123,32.4,1666.9,,103,1645.5,92,1655.6,119,1558.7,,1973.1,2020-11,,343,-1.03,
Arthur Rinderknech,124,29.6,1665.3,,118,1621.4,96,1651.4,144,1534.9,,1861.6,2022-10,,74,0.52,
Hugo Dellien,125,31.6,1664.8,,204,1507.9,95,1653.0,192,1497.4,,1768.5,2023-03,,103,0.19,1706.2
Francesco Passaro,126,24.0,1664.1,,170,1549.1,94,1655.0,194,1497.1,,1760.8,2022-08,,94,0.29,1682.4
Yannick Hanfmann,127,33.2,1662.4,,132,1602.7,98,1650.6,131,1549.5,,1829.7,2023-06,,113,0.12,1618.8
Tristan Boyer,128,23.8,1661.9,,140,1592.9,101,1644.5,176,1510.7,,1729.1,2025-01,,111,0.14,1593.9
Andrea Vavassori,129,29.8,1660.8,,122,1615.4,109,1635.9,157,1520.8,,1710.0,2023-04,,238,-0.61,1655.4
Filip Krajinovic,130,32.4,1660.4,,115,1625.7,103,1641.7,89,1603.3,,1939.3,2020-09,,722,-1.71,
Cristian Garin,131,28.7,1660.1,,125,1611.4,106,1637.9,70,1626.3,,1888.2,2021-07,,136,-0.04,1635.1
Nicolas Moreno De Alboran,132,27.3,1659.4,,117,1625.2,121,1606.5,158,1520.3,,1677.7,2024-11,,123,0.07,
Dominic Thiem,133,31.1,1658.2,,89,1661.4,118,1609.2,136,1539.2,,2123.6,2016-06,,635,-1.56,
Thiago Monteiro,134,30.7,1658.1,,149,1581.8,89,1658.5,149,1526.3,,1734.0,2024-05,,99,0.30,1612.3
Nikoloz Basilashvili,135,33.0,1653.7,,123,1613.9,116,1619.4,90,1601.4,,1877.8,2018-10,,144,-0.06,1651.9
Valentin Royer,136,23.7,1652.1,,172,1546.9,91,1655.9,180,1507.5,,1652.1,2025-03,,121,0.12,1712.3
Jaime Faria,137,21.5,1647.8,,162,1555.9,108,1636.9,199,1490.3,,1694.0,2024-05,,92,0.40,1643.2
Murphy Cassone,138,22.5,1645.5,,127,1609.4,267,1432.8,154,1522.8,,1668.6,2025-02,,223,-0.48,1669.2
Adrian Mannarino,139,36.6,1643.7,,126,1609.7,195,1508.2,73,1621.6,,1884.7,2018-01,,145,-0.04,
Valentin Vacherot,140,26.2,1643.3,,145,1585.9,114,1628.3,188,1499.1,,1719.2,2024-05,,265,-0.64,1570.0
Giulio Zeppieri,141,23.2,1640.7,,141,1592.6,125,1601.6,165,1516.7,,1699.0,2022-07,,328,-0.84,1605.3
Facundo Diaz Acosta,142,24.1,1639.6,,181,1538.6,90,1656.5,229,1464.4,,1799.9,2024-02,,140,0.01,1554.5
Lukas Klein,143,26.9,1639.2,,134,1601.7,134,1591.6,112,1565.7,,1770.5,2024-03,,166,-0.15,1573.2
Juan Manuel Cerundolo,144,23.2,1637.8,,212,1501.0,111,1634.0,231,1462.7,,1783.6,2023-01,,126,0.13,1661.5
Christopher Eubanks,145,28.8,1635.2,,135,1599.6,252,1447.9,77,1620.5,,1847.8,2023-07,,104,0.33,1535.5
Pavel Kotov,146,26.2,1634.2,,154,1567.9,105,1639.0,143,1535.1,,1781.4,2024-05,,102,0.36,1531.4
Vit Kopriva,147,27.6,1634.1,,152,1578.2,126,1598.8,105,1577.8,,1671.6,2022-06,,122,0.19,1595.1
Arthur Bouquier,148,24.1,1633.4,,130,1605.6,272,1426.7,166,1516.7,,1694.5,2025-03,,193,-0.27,1691.1
Marc Andrea Huesler,149,28.5,1633.3,,142,1590.8,141,1578.7,123,1556.2,,1805.9,2023-02,,172,-0.14,1588.9
Daniel Evans,150,34.7,1632.9,,129,1608.2,144,1577.8,88,1604.7,,1887.5,2021-04,,183,-0.20,
Pierre Hugues Herbert,151,33.9,1632.6,,128,1608.9,155,1553.5,110,1568.9,,1845.0,2019-02,,150,0.01,1750.1
Dalibor Svrcina,152,22.3,1632.4,,124,1612.6,188,1516.4,209,1482.0,,1632.4,2025-02,,165,-0.08,1719.9
Alexander Blockx,153,19.9,1632.0,,139,1594.0,187,1518.9,167,1516.0,,1754.0,2025-01,,163,-0.06,1543.8
Richard Gasquet,154,38.6,1630.8,,138,1597.8,138,1586.7,97,1589.1,,2052.2,2013-04,,148,0.04,1515.2
Liam Draxl,155,23.2,1628.4,,137,1598.5,242,1457.7,170,1514.2,,1654.6,2025-03,,179,-0.14,1667.3
James Duckworth,156,33.1,1627.8,,150,1580.9,214,1488.1,94,1595.6,,1771.4,2021-11,,95,0.50,1487.9
Alex Molcan,157,26.7,1626.1,,133,1602.1,123,1603.1,126,1554.9,,1848.6,2022-07,,645,-1.41,
Luciano Darderi,158,23.0,1623.8,,257,1442.3,87,1662.2,197,1493.1,,1841.5,2024-06,,61,0.95,
Alexander Shevchenko,159,24.2,1623.7,,144,1589.4,136,1587.9,216,1477.5,,1795.8,2024-02,,98,0.48,1507.1
Jesper De Jong,160,24.7,1623.1,,158,1560.6,115,1624.0,181,1506.8,,1707.9,2024-10,,105,0.42,1471.7
Daniel Elahi Galan,161,28.7,1623.0,,175,1545.4,117,1612.2,108,1574.3,,1746.4,2022-09,,110,0.38,1666.8
Mark Lajal,162,21.7,1621.8,,143,1589.6,241,1458.9,76,1620.9,,1675.5,2023-06,,205,-0.24,1655.9
Martin Landaluce,163,19.1,1621.6,,151,1580.4,164,1541.0,175,1510.8,,1728.9,2024-11,,146,0.11,1489.4
Constant Lestienne,164,32.7,1617.4,,147,1583.4,245,1455.5,201,1488.6,,1775.8,2023-01,,191,-0.15,1624.6
Otto Virtanen,165,23.6,1616.3,,148,1582.1,226,1476.6,114,1565.0,,1752.3,2024-03,,133,0.22,1485.8
Gregoire Barrere,166,31.0,1607.5,,169,1551.3,140,1586.6,117,1560.5,,1795.6,2023-02,,157,0.06,1517.7
Luca Van Assche,167,20.8,1607.2,,153,1575.2,145,1577.6,164,1516.9,,1779.9,2023-04,,174,-0.04,1605.1
Duje Ajdukovic,168,24.0,1604.6,,164,1555.4,137,1587.1,243,1451.4,,1662.8,2024-08,,167,0.01,1578.4
Jerome Kym,169,21.9,1604.3,,177,1543.0,131,1594.2,186,1502.2,,1712.5,2024-10,,130,0.26,
Dino Prizmic,170,19.5,1598.0,,156,1564.3,168,1537.3,195,1494.5,,1697.4,2024-02,,346,-0.71,1561.8
Alexis Galarneau,171,26.0,1597.8,,157,1562.2,223,1479.5,185,1504.0,,1604.6,2025-03,,159,0.07,1644.5
Matteo Gigante,172,23.1,1597.5,,167,1552.7,169,1537.1,160,1518.4,,1635.7,2024-05,,185,-0.07,1640.2
Federico Coria,173,32.9,1597.2,,230,1474.2,139,1586.7,331,1400.0,,1741.7,2021-07,,124,0.33,1594.4
Taro Daniel,174,32.0,1594.9,,155,1566.4,162,1543.9,205,1484.4,,1746.6,2023-04,,119,0.38,
Sumit Nagal,175,27.4,1594.5,,184,1533.8,133,1593.2,241,1452.3,,1719.0,2024-06,,139,0.23,1532.0
Mikhail Kukushkin,176,37.1,1592.0,,168,1551.9,166,1539.4,103,1579.1,,1849.8,2010-10,,160,0.10,1511.3
Alejandro Moro Canas,177,24.1,1588.0,,165,1553.4,184,1520.7,150,1525.1,,1643.1,2024-07,,153,0.15,1646.5
Alexander Ritschard,178,30.8,1587.2,,225,1483.9,100,1645.0,190,1497.8,,1684.8,2024-07,,125,0.35,1500.1
Ugo Blanchet,179,26.1,1585.9,,166,1552.7,157,1550.4,212,1481.2,,1621.0,2023-10,,158,0.12,1675.8
Maximilian Marterer,180,29.6,1585.6,,186,1528.6,143,1578.4,133,1547.0,,1804.9,2018-06,,210,-0.15,
Harold Mayot,181,23.0,1583.8,,176,1543.9,173,1534.7,113,1565.3,,1696.2,2024-06,,132,0.32,1495.6
Jurij Rodionov,182,25.7,1580.9,,161,1556.0,208,1493.2,182,1506.2,,1692.0,2018-07,,197,-0.08,1601.7
Marat Sharipov,183,22.3,1579.2,,174,1545.5,303,1399.6,200,1489.6,,1600.1,2025-02,,273,-0.40,1646.4
James Trotter,184,25.5,1578.8,,171,1548.4,340,1366.1,232,1462.2,,1639.2,2024-11,,181,0.02,1543.6
Felipe Meligeni Alves,185,27.0,1577.3,,222,1487.3,152,1561.9,132,1548.5,,1694.8,2023-10,,176,0.05,1515.0
Billy Harris,186,30.1,1575.7,,185,1531.5,282,1419.1,102,1579.6,,1675.6,2024-06,,107,0.55,1568.1
Seong Chan Hong,187,27.2,1574.6,,173,1546.1,256,1445.8,305,1412.7,,1612.4,2024-08,,232,-0.22,
Kyle Edmund,188,29.8,1574.1,,163,1555.8,149,1568.3,187,1501.4,,1944.0,2019-03,,493,-0.96,
J J Wolf,189,26.1,1573.5,,178,1543.0,175,1531.9,156,1521.2,,1845.0,2023-02,,249,-0.28,1562.9
Radu Albot,190,35.3,1573.1,,192,1525.3,158,1548.4,129,1550.4,,1808.5,2019-05,,189,0.01,
Titouan Droguet,191,23.7,1570.8,,201,1515.4,146,1574.7,152,1523.7,,1670.2,2024-09,,212,-0.10,1581.2
Dominic Stricker,192,22.5,1570.7,,183,1534.7,180,1526.6,146,1532.4,,1792.2,2021-06,,272,-0.35,
James Mccabe,193,21.6,1567.2,,189,1527.4,329,1374.8,163,1517.3,,1577.7,2025-03,,184,0.05,1595.5
Jozef Kovalik,194,32.3,1567.1,,235,1468.7,142,1578.6,325,1402.0,,1707.0,2018-07,,127,0.42,
Tomas Barrios Vera,195,27.2,1567.1,,241,1464.2,151,1564.2,151,1524.4,,1694.9,2023-07,,149,0.27,1512.1
Thiago Agustin Tirante,196,23.8,1565.0,,194,1523.1,177,1531.3,191,1497.8,,1663.6,2021-09,,117,0.52,1581.8
Gustavo Heide,197,22.9,1565.0,,255,1444.1,153,1554.9,242,1452.0,,1653.7,2024-07,,152,0.26,1561.3
Calvin Hemery,198,30.0,1564.0,,216,1499.2,159,1544.8,236,1458.2,,1643.3,2015-06,,169,0.16,1572.4
Nicolai Budkov Kjaer,199,18.5,1561.9,,179,1540.8,207,1493.7,147,1530.9,,1593.9,2025-02,,306,-0.43,1571.0
Albert Ramos,200,36.9,1561.1,,190,1526.9,167,1538.2,302,1413.3,,1872.7,2017-04,,225,-0.12,
Shintaro Mochizuki,201,21.7,1560.9,,187,1528.2,192,1514.4,218,1473.9,,1583.8,2024-06,,155,0.26,1605.2
Joris De Loore,202,31.3,1557.9,,182,1537.5,213,1489.9,214,1478.8,,1650.1,2016-10,,418,-0.73,
Henrique Rocha,203,20.8,1557.7,,191,1526.7,191,1514.9,219,1473.2,,1628.8,2024-09,,161,0.23,1579.0
Li Tu,204,28.7,1556.8,,198,1518.7,228,1474.2,134,1544.7,,1623.3,2022-10,,171,0.18,1524.0
Hugo Grenier,205,28.9,1555.3,,200,1517.4,262,1439.6,174,1511.3,,1731.3,2022-09,,204,0,1528.5
Ricardas Berankis,206,34.6,1555.1,,207,1505.4,156,1551.8,173,1512.9,,1809.0,2010-08,,300,-0.38,1479.6
Filip Misolic,207,23.5,1555.0,,193,1523.3,193,1510.5,261,1436.9,,1695.0,2022-10,,246,-0.17,1565.6
Tristan Schoolkate,208,24.0,1555.0,,197,1519.2,355,1351.4,196,1494.4,,1603.0,2025-02,,129,0.48,1572.5
Stefano Napolitano,209,29.4,1554.0,,205,1507.4,190,1515.2,168,1515.1,,1636.6,2024-05,,251,-0.18,
Elias Ymer,210,28.8,1552.6,,210,1503.4,178,1530.8,161,1517.8,,1729.4,2015-06,,261,-0.22,1627.3
Liam Broady,211,30.6,1551.2,,195,1522.7,251,1449.5,204,1486.1,,1741.6,2022-03,,730,-1.24,
