Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.1,2246.4,,2,2128.9,1,2203.5,1,2126.6,,2259.0,2025-06,,2,-0.69,2289.9
Jannik Sinner,2,23.8,2241.4,,1,2194.1,2,2128.0,2,2049.1,,2329.6,2025-01,,1,0.69,2224.5
Novak Djokovic,3,38.1,2164.7,,3,2116.3,3,2084.8,3,2037.6,,2463.2,2016-05,,6,-0.69,2089.6
Jack Draper,4,23.5,2055.8,,5,2013.8,6,1940.9,6,1877.8,,2103.8,2025-04,,5,-0.22,2030.4
Alexander Zverev,5,28.1,2050.0,,4,2015.9,5,1997.6,5,1879.9,,2176.5,2022-01,,3,0.51,1987.1
Taylor Fritz,6,27.6,2039.9,,6,1978.8,10,1902.4,4,1944.1,,2054.0,2025-01,,4,0.41,2067.8
Lorenzo Musetti,7,23.3,2023.6,,16,1880.0,4,2006.2,7,1877.8,,2050.5,2025-05,,7,0,2077.9
Tommy Paul,8,28.1,1989.9,,9,1925.3,7,1933.0,10,1847.4,,2028.8,2025-05,,16,-0.69,1971.5
Alex De Minaur,9,26.3,1974.4,,10,1922.7,13,1884.3,13,1823.1,,2053.1,2024-06,,12,-0.29,1947.1
Daniil Medvedev,10,29.3,1973.6,,7,1946.3,12,1901.5,8,1865.9,,2201.2,2022-01,,14,-0.34,1886.3
Grigor Dimitrov,11,34.1,1972.3,,8,1934.2,16,1873.9,14,1820.4,,2111.5,2014-08,,21,-0.65,1891.0
Hubert Hurkacz,12,28.3,1945.8,,18,1877.9,14,1881.1,9,1852.3,,2022.5,2024-06,,41,-1.23,1920.5
Jiri Lehecka,13,23.6,1937.6,,20,1874.6,27,1805.6,16,1801.3,,1966.5,2025-02,,25,-0.65,1960.0
Tallon Griekspoor,14,28.9,1936.8,,17,1879.0,22,1834.3,12,1825.5,,1951.8,2025-06,,29,-0.73,1964.7
Matteo Berrettini,15,29.2,1936.4,,23,1865.0,9,1925.2,11,1844.0,,2065.7,2022-07,,36,-0.88,1882.6
Holger Rune,16,22.1,1933.2,,11,1897.3,11,1901.6,19,1776.5,,2082.0,2023-05,,8,0.69,1882.4
Stefanos Tsitsipas,17,26.8,1917.6,,21,1872.2,8,1930.2,30,1732.8,,2145.1,2021-05,,27,-0.46,1820.3
Karen Khachanov,18,29.1,1913.7,,25,1852.5,19,1852.8,18,1785.0,,2029.5,2018-10,,17,0.06,1924.9
Ben Shelton,19,22.7,1908.5,,22,1866.0,25,1820.5,22,1769.9,,1975.5,2024-10,,9,0.75,1887.8
Andrey Rublev,20,27.6,1903.1,,24,1864.4,18,1859.8,17,1801.0,,2122.1,2021-04,,10,0.69,1883.5
Alexander Bublik,21,28.0,1900.3,,40,1785.1,23,1833.9,15,1819.2,,1914.6,2025-06,,34,-0.48,2033.1
Alejandro Davidovich Fokina,22,26.0,1898.8,,28,1838.7,26,1818.7,35,1727.2,,1931.2,2021-05,,26,-0.17,1914.4
Joao Fonseca,23,18.8,1898.7,,12,1896.1,30,1793.7,47,1690.5,,1992.5,2025-03,,48,-0.74,1886.2
Francisco Cerundolo,24,26.8,1897.6,,26,1850.7,17,1867.3,53,1671.0,,1961.6,2025-04,,20,0.18,1869.2
Gael Monfils,25,38.8,1895.2,,19,1876.3,50,1736.5,44,1697.7,,2087.1,2016-10,,49,-0.67,1819.3
Casper Ruud,26,26.4,1888.6,,36,1796.5,15,1876.1,55,1667.6,,2071.9,2022-05,,13,0.69,2044.8
Tomas Machac,27,24.7,1888.5,,14,1885.0,41,1754.3,39,1717.2,,1972.7,2025-04,,22,0.20,1804.5
Flavio Cobolli,28,23.1,1888.0,,45,1768.9,21,1835.8,23,1756.2,,1892.1,2025-06,,19,0.39,1938.9
Jakub Mensik,29,19.8,1887.7,,13,1885.4,35,1774.3,42,1705.2,,1968.7,2025-04,,18,0.48,1879.1
Arthur Fils,30,20.9,1883.0,,33,1802.1,20,1847.5,34,1727.6,,1985.4,2025-04,,15,0.69,2013.4
Sebastian Korda,31,24.8,1877.7,,27,1839.7,39,1762.0,21,1771.0,,2020.7,2023-01,,32,-0.03,1802.4
Gabriel Diallo,32,23.7,1877.0,,42,1779.2,38,1764.5,25,1743.7,,1890.0,2025-06,,38,-0.17,1918.6
Thanasi Kokkinakis,33,28.7,1872.6,,32,1822.4,36,1771.4,69,1643.4,,1890.3,2015-06,,158,-1.57,1739.8
Ugo Humbert,34,27.0,1865.2,,15,1880.7,54,1730.4,38,1718.7,,2017.7,2024-03,,23,0.39,1752.6
Jordan Thompson,35,31.1,1859.3,,31,1825.3,103,1648.1,24,1752.1,,1891.2,2024-12,,39,-0.11,1804.6
Felix Auger Aliassime,36,24.8,1853.4,,30,1828.0,28,1797.7,33,1728.0,,2062.7,2022-10,,28,0.25,1801.3
Cameron Norrie,37,29.8,1843.5,,46,1767.2,24,1822.5,26,1742.5,,2028.6,2022-08,,43,-0.15,1908.4
Frances Tiafoe,38,27.4,1841.3,,34,1800.4,34,1785.8,37,1721.5,,1974.0,2023-06,,11,1.24,1802.4
Marcos Giron,39,31.9,1835.8,,35,1798.7,78,1689.6,29,1734.8,,1874.1,2025-03,,46,-0.17,1810.0
Denis Shapovalov,40,26.2,1830.9,,29,1829.9,53,1730.7,57,1661.0,,1983.2,2020-01,,33,0.19,1729.1
Brandon Nakashima,41,23.9,1830.1,,37,1794.1,55,1728.6,27,1737.4,,1909.5,2024-09,,31,0.28,1826.0
Jenson Brooksby,42,24.6,1829.8,,41,1780.0,46,1741.1,36,1722.3,,2005.3,2022-03,,99,-0.86,1821.3
Alexei Popyrin,43,25.9,1825.0,,43,1772.1,33,1786.5,61,1656.7,,1902.2,2024-10,,24,0.58,1752.1
Corentin Moutet,44,26.1,1825.0,,60,1733.7,47,1739.9,32,1728.8,,1832.4,2025-06,,62,-0.34,1888.9
Matteo Arnaldi,45,24.3,1820.3,,39,1785.4,32,1787.8,91,1611.4,,1902.9,2024-06,,44,0.02,1779.9
Jacob Fearnley,46,23.9,1818.3,,44,1769.9,43,1748.6,49,1678.2,,1910.0,2024-10,,57,-0.21,1808.0
Alex Michelsen,47,20.8,1817.9,,38,1789.0,94,1658.8,41,1706.6,,1904.8,2025-01,,30,0.45,1783.0
Mariano Navone,48,24.3,1813.6,,130,1608.2,29,1797.2,116,1571.6,,1875.9,2024-04,,75,-0.45,1862.0
