Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Jannik Sinner,1,22.6,2250.6,,2190.9,1936.8,1733.0,,2220.7,2093.7,1991.8,,2024 Monte Carlo QF,22.6,2271.1,2199.0
Novak Djokovic,2,36.8,2198.1,,2103.3,1963.2,1898.1,,2150.7,2080.6,2048.1,,2016 Miami F,28.8,2470.3,1932.8
Carlos Alcaraz,3,20.8,2162.7,,2046.2,2018.9,1909.3,,2104.4,2090.8,2036.0,,2023 Canada R16,20.2,2239.6,2071.6
Daniil Medvedev,4,28.1,2123.7,,2053.5,1828.7,1751.2,,2088.6,1976.2,1937.4,,2022 Australian Open SF,25.9,2191.9,2060.8
Grigor Dimitrov,5,32.8,2048.8,,1949.7,1801.5,1611.6,,1999.2,1925.2,1830.2,,2014 Canada QF,23.2,2090.6,2056.1
Alexander Zverev,6,26.9,2039.9,,1938.2,1912.4,1619.4,,1989.1,1976.2,1829.7,,2022 Atp Cup RR,24.7,2161.7,1995.0
Alex De Minaur,7,25.1,2020.6,,1926.2,1702.3,1679.5,,1973.4,1861.5,1850.0,,2024 Indian Wells R32,25.0,2028.5,2035.1
Stefanos Tsitsipas,8,25.6,2002.7,,1850.5,2053.8,1650.8,,1926.6,2028.2,1826.7,,2021 Roland Garros SF,22.8,2133.4,2029.3
Andrey Rublev,9,26.4,1986.3,,1892.6,1897.1,1757.6,,1939.4,1941.7,1871.9,,2021 Monte Carlo SF,23.4,2106.2,1818.5
Casper Ruud,10,25.2,1986.0,,1843.8,1951.6,1412.8,,1914.9,1968.8,1699.4,,2022 Roland Garros SF,23.4,2064.0,2035.7
Ugo Humbert,11,25.7,1983.0,,1899.3,1722.7,1582.4,,1941.1,1852.8,1782.7,,2024 Indian Wells R64,25.6,2009.8,1979.4
Hubert Hurkacz,12,27.1,1981.6,,1877.4,1786.5,1723.7,,1929.5,1884.1,1852.7,,2024 Marseille QF,26.9,1999.3,1953.9
Holger Rune,13,20.9,1958.2,,1817.4,1898.9,1631.9,,1887.8,1928.5,1795.0,,2023 Roland Garros R16,20.0,2070.1,1933.6
Taylor Fritz,14,26.4,1941.6,,1889.8,1739.8,1598.7,,1915.7,1840.7,1770.1,,2023 Monte Carlo QF,25.4,2041.3,1828.2
Tommy Paul,15,26.7,1940.3,,1877.1,1598.1,1618.1,,1908.7,1769.2,1779.2,,2023 Miami R32,25.8,1953.3,1979.6
