Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Ashleigh Barty,1,25.7,2180.5,,2071.7,1891.7,1773.1,,2126.1,2036.1,1976.8,,2021 Us Open R64,25.3,2219.7,2114.7
Anett Kontaveit,2,26.1,2087.9,,2013.4,1720.7,1517.7,,2050.7,1904.3,1802.8,,2022 St. Petersburg F,26.1,2087.9,1993.0
Paula Badosa,3,24.2,2063.5,,1929.0,1844.9,1505.5,,1996.2,1954.2,1784.5,,2022 Australian Open R32,24.2,2083.8,1940.7
Danielle Collins,4,28.1,2038.3,,1947.9,1715.3,1476.5,,1993.1,1876.8,1757.4,,2022 Australian Open SF,28.1,2048.0,1921.7
Iga Swiatek,5,20.6,2037.9,,1917.8,1960.5,1583.6,,1977.9,1999.2,1810.7,,2021 Roland Garros R16,20.0,2093.7,1940.9
Ons Jabeur,6,27.4,2024.0,,1906.6,1710.1,1745.5,,1965.3,1867.0,1884.7,,2021 Indian Wells QF,27.1,2041.0,
Victoria Azarenka,7,32.5,2021.6,,1932.0,1678.6,1563.2,,1976.8,1850.1,1792.4,,2013 Indian Wells R16,23.6,2325.9,1804.6
Maria Sakkari,8,26.5,2020.2,,1928.5,1787.8,1500.8,,1974.3,1904.0,1760.5,,2022 St. Petersburg SF,26.5,2030.3,1908.3
Garbine Muguruza,9,28.3,2019.7,,1940.5,1861.5,1671.4,,1980.1,1940.6,1845.6,,2017 US Open R32,23.9,2109.6,
Simona Halep,10,30.3,2018.6,,1912.3,1868.8,1702.5,,1965.5,1943.7,1860.6,,2015 Stuttgart QF,23.6,2177.7,1842.3
Karolina Pliskova,11,29.6,2009.8,,1896.3,1852.0,1772.0,,1953.0,1930.9,1890.9,,2019 Wimbledon R32,27.3,2087.5,
Naomi Osaka,12,24.3,2004.2,,1958.1,1570.5,1500.0,,1981.2,1787.3,1752.1,,2021 Miami R16,23.4,2199.5,1803.8
Barbora Krejcikova,13,26.1,1999.6,,1867.6,1849.9,1448.1,,1933.6,1924.8,1723.9,,2021 Us Open R16,25.7,2048.4,1909.9
Aryna Sabalenka,14,23.7,1993.4,,1885.1,1807.2,1699.8,,1939.3,1900.3,1846.6,,2021 Rome R32,23.0,2127.8,1665.8
Elena Rybakina,15,22.6,1976.6,,1880.1,1694.7,1666.8,,1928.4,1835.7,1821.7,,2020 Dubai SF,20.7,2031.9,1894.9
Jennifer Brady,16,26.3,1964.5,,1879.0,1601.1,1498.4,,1921.7,1782.8,1731.4,,2021 Australian Open SF,25.8,1995.4,
Madison Keys,17,26.9,1955.6,,1883.9,1719.3,1639.5,,1919.7,1837.4,1797.5,,2016 Olympics QF,21.5,2090.9,2048.5
Jessica Pegula,18,27.9,1951.8,,1875.8,1518.6,1410.0,,1913.8,1735.2,1680.9,,2021 Rome R16,27.2,1981.6,1761.8
Belinda Bencic,19,24.9,1951.7,,1882.8,1636.7,1659.3,,1917.3,1794.2,1805.5,,2016 St. Petersburg SF,18.9,2121.2,1778.8
Petra Kvitova,20,31.9,1950.9,,1851.8,1858.6,1699.3,,1901.4,1904.8,1825.1,,2012 Sydney QF,21.8,2174.5,
Clara Tauson,21,19.1,1946.2,,1897.1,1547.9,1342.1,,1921.7,1747.1,1644.2,,2022 Australian Open R64,19.1,1964.2,1783.4
Amanda Anisimova,22,20.4,1944.9,,1884.7,1674.7,1421.3,,1914.8,1809.8,1683.1,,2022 Australian Open R32,20.4,1952.8,1977.4
Elina Svitolina,23,27.3,1944.7,,1856.8,1842.4,1535.0,,1900.7,1893.5,1739.9,,2018 Roland Garros R64,23.7,2113.3,
Jelena Ostapenko,24,24.7,1944.0,,1814.4,1681.8,1761.1,,1879.2,1812.9,1852.5,,2017 Wuhan QF,20.3,2021.2,1802.8
Angelique Kerber,25,34.0,1943.8,,1815.3,1726.6,1839.1,,1879.6,1835.2,1891.5,,2016 Singapore SF,28.8,2144.5,
Daria Kasatkina,26,24.7,1933.0,,1856.3,1667.9,1626.3,,1894.7,1800.4,1779.7,,2018 Indian Wells SF,20.8,2046.5,1873.9
Elise Mertens,27,26.2,1926.6,,1859.0,1778.0,1535.1,,1892.8,1852.3,1730.8,,2021 Madrid R16,25.4,2045.1,1830.4
Cori Gauff,28,17.8,1924.2,,1762.6,1818.2,1682.4,,1843.4,1871.2,1803.3,,2021 Roland Garros R16,17.2,2043.9,1693.3
Marketa Vondrousova,29,22.6,1922.7,,1847.2,1724.0,1314.1,,1884.9,1823.3,1618.4,,2019 Roland Garros SF,19.9,2059.6,1666.9
Karolina Muchova,30,25.0,1919.8,,1803.1,1644.2,1635.6,,1861.4,1782.0,1777.7,,2021 Australian Open QF,24.5,1996.9,
Anastasia Pavlyuchenkova,31,30.5,1896.6,,1787.3,1768.4,1481.4,,1841.9,1832.5,1689.0,,2011 Roland Garros R16,19.9,2063.5,
Kiki Bertens,32,29.6,1894.9,,1835.0,1835.4,1579.2,,1864.9,1865.1,1737.0,,2020 Doha R32,28.2,2046.3,
Camila Giorgi,33,30.1,1894.0,,1773.3,1622.4,1643.1,,1833.6,1758.2,1768.5,,2021 Montreal SF,29.6,1947.6,
Leylah Annie Fernandez,34,19.4,1881.9,,1822.4,1439.9,1397.5,,1852.2,1660.9,1639.7,,2021 Indian Wells R32,19.1,1943.7,
Bianca Andreescu,35,21.3,1875.9,,1857.9,1549.1,1391.5,,1866.9,1712.5,1633.7,,2019 Beijing R16,19.3,2157.8,
Veronika Kudermetova,36,24.8,1868.6,,1768.8,1789.1,1515.2,,1818.7,1828.9,1691.9,,2021 Roland Garros R128,24.1,1971.6,1762.6
Liudmila Samsonova,37,23.2,1865.0,,1761.9,1424.8,1717.9,,1813.5,1644.9,1791.4,,2021 Wimbledon R32,22.6,1904.4,1638.7
Johanna Konta,38,30.3,1848.7,,1728.0,1631.7,1687.4,,1788.3,1740.2,1768.1,,2017 Fed Cup WG2 R1,25.9,2087.1,
Emma Raducanu,39,19.2,1843.5,,1737.1,1230.0,1468.1,,1790.3,1536.8,1655.8,,2021 Us Open F,18.8,2004.7,
Qinwen Zheng,40,19.3,1842.0,,1738.6,1551.5,-,,1790.3,1696.8,1596.0,,2022 W60 Orlando FL F,19.3,1842.0,1902.7
Yulia Putintseva,41,27.0,1841.3,,1746.2,1697.4,1456.0,,1793.7,1769.3,1648.6,,2020 Roland Garros R128,25.7,1912.8,
Irina Camelia Begu,42,31.5,1835.4,,1762.3,1642.2,1401.0,,1798.9,1738.8,1618.2,,2016 Roland Garros R32,25.7,1942.2,1835.6
Sara Sorribes Tormo,43,25.3,1829.9,,1738.3,1653.5,1523.1,,1784.1,1741.7,1676.5,,2021 Us Open R64,24.9,1908.7,
