Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Iga Swiatek,1,22.5,2251.9,,2147.4,2098.3,1697.1,,2199.7,2175.1,1974.5,,2022 Wimbledon R64,21.0,2264.6,2246.1
Cori Gauff,2,19.8,2142.3,,2061.4,1845.9,1643.4,,2101.8,1994.1,1892.8,,2023 Beijing QF,19.5,2148.3,2169.1
Aryna Sabalenka,3,25.6,2102.9,,2003.4,1921.2,1739.6,,2053.1,2012.1,1921.2,,2021 Rome R32,23.0,2128.4,2103.1
Elena Rybakina,4,24.5,2087.2,,2013.9,1778.0,1773.9,,2050.5,1932.6,1930.5,,2023 Miami SF,23.7,2099.2,2058.6
Jessica Pegula,5,29.8,2075.1,,1995.6,1740.3,1587.1,,2035.4,1907.7,1831.1,,2024 United Cup RR,29.8,2093.1,2133.8
Qinwen Zheng,6,21.2,2013.8,,1936.7,1821.6,1336.6,,1975.2,1917.7,1675.2,,2024 United Cup RR,21.2,2021.2,2028.8
Ons Jabeur,7,29.1,2007.2,,1851.4,1891.1,1808.3,,1929.3,1949.2,1907.7,,2022 Wimbledon SF,27.8,2106.9,1968.6
Marketa Vondrousova,8,24.5,1972.5,,1819.0,1681.2,1669.5,,1895.7,1826.8,1821.0,,2019 Roland Garros SF,19.9,2060.3,1970.0
Petra Kvitova,9,33.5,1972.1,,1882.3,1755.7,1803.8,,1927.2,1863.9,1888.0,,2012 Sydney QF,21.8,2175.5,1911.6
Madison Keys,10,28.6,1953.9,,1839.0,1692.0,1759.1,,1896.5,1823.0,1856.5,,2016 Olympics QF,21.4,2091.6,1940.6
Liudmila Samsonova,11,25.1,1943.2,,1875.4,1550.1,1541.2,,1909.3,1746.6,1742.2,,2023 Zhengzhou R32,24.9,1989.1,1974.7
Jelena Ostapenko,12,26.5,1942.7,,1825.5,1695.0,1786.3,,1884.1,1818.8,1864.5,,2022 Doha QF,24.7,2035.3,1932.6
Maria Sakkari,13,28.4,1936.7,,1869.7,1781.2,1551.3,,1903.2,1859.0,1744.0,,2022 Indian Wells SF,26.6,2070.6,1885.0
Daria Kasatkina,14,26.6,1928.6,,1824.5,1780.8,1617.9,,1876.6,1854.7,1773.3,,2018 Indian Wells SF,20.8,2047.4,1925.6
Barbora Krejcikova,15,27.8,1923.5,,1863.4,1646.4,1608.3,,1893.4,1784.9,1765.9,,2021 Us Open R16,25.7,2049.0,1918.1
Beatriz Haddad Maia,16,27.5,1920.5,,1802.6,1738.6,1698.6,,1861.5,1829.5,1809.5,,2023 Montreal R64,27.1,1930.2,1936.7
Karolina Muchova,17,27.0,1908.7,,1811.4,1717.3,1500.0,,1860.0,1813.0,1704.3,,2023 Us Open QF,27.0,2024.9,2065.5
Veronika Kudermetova,18,26.6,1908.3,,1789.5,1781.9,1631.9,,1848.9,1845.1,1770.1,,2023 Rome QF,26.0,1973.8,1906.3
Mirra Andreeva,19,16.6,1898.9,,1757.5,1726.6,1561.1,,1828.2,1812.8,1730.0,,2023 Wimbledon R32,16.1,1945.1,1888.2
Paula Badosa,20,25.6,1894.8,,1739.4,1770.3,1542.0,,1817.1,1832.5,1718.4,,2022 Australian Open R32,24.1,2084.4,2008.8
Leylah Fernandez,21,21.3,1892.5,,1820.2,1526.8,1418.7,,1856.3,1709.7,1655.6,,2022 Indian Wells R32,19.4,1974.5,1953.9
Danielle Collins,22,30.0,1890.2,,1829.6,1610.1,1428.9,,1859.9,1750.1,1659.5,,2022 Australian Open SF,28.0,2048.5,1892.2
Lesia Tsurenko,23,34.5,1887.7,,1755.5,1733.9,1625.5,,1821.6,1810.8,1756.6,,2018 Brisbane SF,29.5,1944.5,1915.1
Caroline Garcia,24,30.2,1887.3,,1797.1,1745.4,1677.3,,1842.2,1816.4,1782.3,,2017 Singapore RR,24.0,2044.2,1829.2
Belinda Bencic,25,26.5,1884.1,,1786.3,1627.9,1597.5,,1835.2,1756.0,1740.8,,2016 St. Petersburg SF,18.9,2121.8,1893.2
Victoria Azarenka,26,34.4,1880.2,,1816.9,1593.1,1509.3,,1848.6,1736.6,1694.7,,2013 Indian Wells R16,23.5,2328.4,1778.3
Linda Noskova,27,19.1,1868.2,,1812.5,1585.5,1338.2,,1840.4,1726.9,1603.2,,2024 Brisbane QF,19.1,1877.5,1828.1
Ekaterina Alexandrova,28,29.1,1867.0,,1715.8,1644.3,1702.6,,1791.4,1755.7,1784.8,,2020 St. Petersburg R16,25.2,1975.0,1871.9
Marie Bouzkova,29,25.4,1860.1,,1765.4,1559.3,1554.8,,1812.7,1709.7,1707.4,,2022 Guadalajara 2 R16,24.2,1941.4,1865.2
Anastasia Potapova,30,22.7,1857.0,,1724.0,1755.1,1588.9,,1790.5,1806.1,1723.0,,2023 Birmingham QF,22.2,1914.4,1796.4
Elina Svitolina,31,29.3,1855.3,,1755.7,1687.3,1510.1,,1805.5,1771.3,1682.7,,2018 Roland Garros R64,23.7,2114.0,1946.7
Jasmine Paolini,32,27.9,1853.6,,1758.0,1677.7,1311.0,,1805.8,1765.6,1582.3,,2023 BJK Cup Finals SF,27.8,1868.6,1903.1
Anna Kalinskaya,33,25.0,1850.5,,1734.9,1614.2,1474.2,,1792.7,1732.3,1662.4,,2023 Us Open R128,24.7,1881.7,1865.7
Elise Mertens,34,28.1,1850.2,,1775.2,1734.1,1537.1,,1812.7,1792.1,1693.6,,2021 Madrid R16,25.4,2045.7,1851.7
Camila Giorgi,35,32.0,1842.3,,1764.9,1657.0,1573.3,,1803.6,1749.6,1707.8,,2021 Montreal SF,29.6,1948.2,1837.3
Sorana Cirstea,36,33.7,1838.2,,1767.0,1621.1,1558.3,,1802.6,1729.7,1698.3,,2013 US Open R128,23.3,1908.3,1844.8
Donna Vekic,37,27.5,1834.0,,1744.4,1597.2,1632.9,,1789.2,1715.6,1733.4,,2019 Us Open R16,23.1,1950.9,1759.3
