Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Novak Djokovic,1,34.5,2180.6,,2061.4,2016.0,1942.4,,2121.0,2098.3,2061.5,,2016 Miami F,28.8,2470.0,2241.6
Daniil Medvedev,2,25.8,2164.7,,2100.5,1713.9,1723.4,,2132.6,1939.3,1944.1,,2021 Tour Finals SF,25.8,2171.5,2193.5
Alexander Zverev,3,24.6,2149.4,,2067.9,1998.9,1671.4,,2108.7,2074.2,1910.4,,2021 Tour Finals F,24.6,2149.4,2210.6
Rafael Nadal,4,35.2,2095.0,,1891.6,2050.9,1563.0,,1993.3,2073.0,1829.0,,2009 Madrid SF,22.9,2370.0,2122.0
Roger Federer,5,39.9,2043.0,,1936.1,1749.3,1813.4,,1989.5,1896.2,1928.2,,2007 Dubai F,25.6,2382.0,1853.3
Stefanos Tsitsipas,6,23.3,2038.4,,1898.1,2005.2,1543.4,,1968.2,2021.8,1790.9,,2021 Roland Garros SF,22.8,2132.6,1998.5
Carlos Alcaraz,7,18.5,2029.5,,1905.7,1834.2,1441.4,,1967.6,1931.8,1735.5,,2021 NextGen Finals F,18.5,2029.5,2053.2
Casper Ruud,8,22.9,2019.4,,1855.3,1951.0,1465.9,,1937.4,1985.2,1742.6,,2021 Tour Finals RR,22.9,2032.0,2050.6
Matteo Berrettini,9,25.5,2012.1,,1780.8,1910.3,1853.0,,1896.4,1961.2,1932.5,,2021 Wimbledon SF,25.2,2044.4,2038.3
Dominic Thiem,10,27.7,2002.1,,1934.0,1935.9,1618.3,,1968.1,1969.0,1810.2,,2016 Halle R16,22.8,2123.2,1757.0
Jannik Sinner,11,20.3,1983.1,,1907.9,1806.7,1312.8,,1945.5,1894.9,1648.0,,2021 Barcelona QF,19.7,2025.3,1986.9
Cameron Norrie,12,26.3,1962.4,,1826.5,1810.4,1575.1,,1894.4,1886.4,1768.7,,2021 Vienna R32,26.2,1987.1,1989.4
Jenson Brooksby,13,21.0,1961.2,,1862.3,1661.4,1655.9,,1911.7,1811.3,1808.5,,2021 Antwerp QF,21.0,1968.3,1971.4
Andrey Rublev,14,24.1,1945.0,,1852.2,1827.2,1652.8,,1898.6,1886.1,1798.9,,2021 Monte Carlo SF,23.5,2105.3,1859.0
Pablo Carreno Busta,15,30.4,1935.2,,1811.1,1867.8,1439.8,,1873.2,1901.5,1687.5,,2021 Winston-Salem R16,30.1,2001.3,1889.1
Diego Schwartzman,16,29.2,1924.4,,1832.6,1854.5,1526.0,,1878.5,1889.4,1725.2,,2020 Paris R16,28.2,1972.9,1930.1
Sebastian Korda,17,21.3,1916.0,,1796.5,1652.4,1670.2,,1856.3,1784.2,1793.1,,2021 NextGen Finals SF,21.3,1929.2,1930.6
Felix Auger Aliassime,18,21.3,1907.6,,1790.4,1681.7,1784.0,,1849.0,1794.7,1845.8,,2019 Queen's Club QF,18.9,1937.9,1923.4
Grigor Dimitrov,19,30.5,1904.1,,1821.4,1723.1,1521.5,,1862.7,1813.6,1712.8,,2014 Canada QF,23.2,2090.3,1952.9
Hubert Hurkacz,20,24.8,1903.8,,1822.0,1572.4,1689.8,,1862.9,1738.1,1796.8,,2021 Indian Wells R16,24.6,1937.1,1912.8
Kei Nishikori,21,31.8,1900.1,,1810.0,1805.0,1628.4,,1855.1,1852.6,1764.3,,2016 US Open QF,26.7,2210.4,1944.7
Tallon Griekspoor,22,25.4,1899.7,,1721.6,1800.5,1513.3,,1810.6,1850.1,1706.5,,2021 Bratislava CH F,25.4,1899.7,1960.3
Ilya Ivashka,23,27.7,1898.3,,1784.7,1677.4,1604.8,,1841.5,1787.8,1751.5,,2021 Nur-Sultan QF,27.6,1911.4,1939.5
Taylor Fritz,24,24.0,1894.3,,1807.8,1653.8,1600.7,,1851.1,1774.1,1747.5,,2021 Stockholm R32,24.0,1908.4,1950.8
Frances Tiafoe,25,23.8,1892.7,,1815.6,1653.3,1616.9,,1854.2,1773.0,1754.8,,2021 Stockholm QF,23.8,1904.8,1937.2
Marin Cilic,26,33.1,1889.6,,1767.3,1739.9,1796.0,,1828.5,1814.8,1842.8,,2010 Dubai R16,21.4,2094.4,1934.2
Milos Raonic,27,30.6,1888.7,,1802.0,1671.2,1640.2,,1845.3,1779.9,1764.4,,2016 Wimbledon SF,25.5,2155.9,1754.7
Tommy Paul,28,24.5,1887.6,,1780.1,1675.6,1506.5,,1833.9,1781.6,1697.1,,2021 Stockholm F,24.5,1887.6,1950.3
Karen Khachanov,29,25.4,1883.7,,1793.0,1747.6,1705.0,,1838.3,1815.7,1794.3,,2018 Paris F,22.4,2015.2,1881.0
John Isner,30,36.6,1883.3,,1779.2,1728.2,1688.6,,1831.3,1805.8,1786.0,,2012 US Open R64,27.3,2039.7,1891.5
Aslan Karatsev,31,28.2,1872.8,,1774.4,1726.3,1322.6,,1823.6,1799.6,1597.7,,2021 Rome R32,27.7,1958.3,1865.9
Lloyd Harris,32,24.7,1870.3,,1795.9,1576.3,1431.7,,1833.1,1723.3,1651.0,,2021 Antwerp QF,24.6,1889.3,1889.1
Brandon Nakashima,33,20.3,1869.1,,1783.4,1380.8,1536.1,,1826.3,1624.9,1702.6,,2021 NextGen Finals RR,20.3,1898.2,1891.8
Botic Van De Zandschulp,34,26.1,1863.9,,1778.6,1642.5,1413.9,,1821.2,1753.2,1638.9,,2021 Stockholm R16,26.1,1879.0,1888.2
Denis Shapovalov,35,22.6,1855.8,,1737.3,1712.8,1667.6,,1796.6,1784.3,1761.7,,2020 Auckland R16,20.7,1973.2,1839.2
Lorenzo Sonego,36,26.5,1845.9,,1656.8,1788.6,1638.7,,1751.3,1817.3,1742.3,,2021 Rome QF,26.0,1887.4,1850.1
Sebastian Baez,37,20.9,1845.0,,1476.2,1823.6,1368.2,,1660.6,1834.3,1606.6,,2021 Campinas CH F,20.9,1845.0,1854.2
Andy Murray,38,34.5,1844.3,,1752.6,1776.8,1637.9,,1798.5,1810.5,1741.1,,2017 Doha SF,29.6,2347.0,1827.2
Marcos Giron,39,28.3,1835.3,,1738.1,1470.8,1594.4,,1786.7,1653.1,1714.9,,2021 Paris R32,28.3,1842.5,1869.7
