Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Jannik Sinner,1,23.1,2264.8,,2195.5,1975.4,1842.1,,2230.2,2120.1,2053.4,,2024 Beijing SF,23.1,2279.0,2258.2
Carlos Alcaraz,2,21.3,2216.8,,2076.2,2067.8,1978.9,,2146.5,2142.3,2097.8,,2023 Canada R16,20.2,2239.6,2233.3
Novak Djokovic,3,37.3,2188.7,,2089.7,2002.2,1911.2,,2139.2,2095.5,2050.0,,2016 Miami F,28.8,2470.3,2101.4
Alexander Zverev,4,27.4,2060.2,,1946.0,1968.7,1689.0,,2003.1,2014.5,1874.6,,2022 Atp Cup RR,24.7,2161.7,2056.4
Daniil Medvedev,5,28.6,2057.7,,1993.5,1835.6,1762.2,,2025.6,1946.7,1909.9,,2022 Australian Open SF,25.9,2191.9,1977.2
Grigor Dimitrov,6,33.3,2036.4,,1943.5,1807.8,1659.2,,1990.0,1922.1,1847.8,,2014 Canada QF,23.2,2090.6,2030.0
Taylor Fritz,7,26.9,2000.0,,1885.2,1827.7,1729.2,,1942.6,1913.9,1864.6,,2023 Monte Carlo QF,25.4,2041.3,2018.1
Hubert Hurkacz,8,27.6,1994.9,,1865.8,1824.6,1768.7,,1930.3,1909.7,1881.8,,2024 Canada R16,27.4,2023.4,1987.3
Tommy Paul,9,27.3,1975.0,,1847.7,1766.3,1770.7,,1911.3,1870.7,1872.8,,2024 Paris Olympics R16,27.2,2010.1,1985.9
Matteo Berrettini,10,28.4,1971.4,,1722.3,1942.8,1759.4,,1846.9,1957.1,1865.4,,2022 Gstaad SF,26.2,2072.6,2009.7
Andrey Rublev,11,26.9,1966.7,,1908.8,1862.5,1664.9,,1937.8,1914.6,1815.8,,2021 Monte Carlo SF,23.4,2106.2,1942.4
Stefanos Tsitsipas,12,26.1,1949.1,,1806.8,2000.2,1602.7,,1878.0,1974.7,1775.9,,2021 Roland Garros SF,22.8,2133.4,1888.7
Alex De Minaur,13,25.5,1947.1,,1849.1,1695.2,1657.9,,1898.1,1821.2,1802.5,,2024 s Hertogenbosch F,25.3,2038.2,2054.3
Casper Ruud,14,25.7,1942.7,,1790.2,1951.9,1437.2,,1866.4,1947.3,1689.9,,2022 Roland Garros SF,23.4,2064.0,1887.2
Jack Draper,15,22.7,1941.7,,1832.5,1558.8,1682.4,,1887.1,1750.2,1812.1,,2024 Us Open QF,22.6,1955.8,1962.1
Lorenzo Musetti,16,22.5,1939.3,,1704.6,1877.0,1759.0,,1822.0,1908.2,1849.2,,2024 Cincinnati R64,22.4,1972.6,1973.1
Holger Rune,17,21.4,1935.7,,1815.9,1875.1,1660.5,,1875.8,1905.4,1798.1,,2023 Roland Garros R16,20.0,2069.6,1918.2
Sebastian Korda,18,24.1,1930.8,,1813.7,1609.0,1669.6,,1872.2,1769.9,1800.2,,2023 Australian Open R16,22.5,2005.3,1943.0
Tomas Machac,19,23.9,1899.2,,1808.8,1707.5,1491.4,,1854.0,1803.4,1695.3,,2024 Roland Garros R64,23.6,1940.4,1911.1
Arthur Fils,20,20.2,1898.1,,1787.2,1779.3,1614.0,,1842.6,1838.7,1756.0,,2024 Hamburg F,20.0,1899.5,1931.2
Felix Auger Aliassime,21,24.1,1897.5,,1776.1,1809.0,1590.0,,1836.8,1853.3,1743.8,,2022 Paris QF,22.2,2053.1,1900.2
Jan Lennard Struff,22,34.3,1892.3,,1655.5,1830.7,1630.0,,1773.9,1861.5,1761.1,,2024 Gstaad QF,34.2,1925.9,1922.9
Ben Shelton,23,21.9,1891.2,,1823.3,1599.7,1535.0,,1857.2,1745.4,1713.1,,2024 Madrid R64,21.5,1951.8,1897.9
Ugo Humbert,24,26.2,1880.7,,1857.2,1633.6,1612.6,,1869.0,1757.2,1746.7,,2024 Indian Wells R64,25.6,2009.6,1841.4
Frances Tiafoe,25,26.6,1878.8,,1800.1,1664.2,1667.9,,1839.4,1771.5,1773.3,,2023 Queen's Club R32,25.4,1960.2,1929.9
Juncheng Shang,26,19.6,1878.5,,1795.4,1535.8,1551.5,,1836.9,1707.1,1715.0,,2024 Chengdu F,19.6,1902.7,1920.0
Brandon Nakashima,27,23.1,1872.6,,1781.2,1651.4,1584.7,,1826.9,1762.0,1728.7,,2021 NextGen Finals RR,20.2,1897.7,1911.4
Rafael Nadal,28,38.1,1865.5,,1687.2,1780.2,1500.0,,1776.3,1822.8,1682.7,,2009 Madrid SF,22.9,2370.4,1842.0
Thanasi Kokkinakis,29,28.4,1865.3,,1772.6,1652.9,1435.6,,1819.0,1759.1,1650.4,,2024 Davis Cup Finals RR,28.4,1874.1,1920.0
Alexei Popyrin,30,25.1,1863.1,,1763.7,1684.7,1535.5,,1813.4,1773.9,1699.3,,2024 Us Open R32,25.0,1893.5,1920.0
Jacob Fearnley,31,23.1,1862.1,,1780.4,-,1585.4,,1821.2,1541.0,1723.7,,2024 Orleans CH F,23.1,1862.1,1885.5
Gael Monfils,32,38.0,1861.9,,1813.5,1536.4,1517.4,,1837.7,1699.2,1689.7,,2015 Monte Carlo QF,28.6,2068.0,1843.7
Jordan Thompson,33,30.4,1857.1,,1784.8,1416.8,1650.2,,1821.0,1637.0,1753.7,,2024 Us Open R32,30.3,1877.2,1895.3
Flavio Cobolli,34,22.3,1844.3,,1779.0,1662.6,1406.7,,1811.6,1753.4,1625.5,,2024 Beijing R16,22.3,1850.3,1884.1
Pablo Carreno Busta,35,33.2,1842.3,,1767.8,1794.8,1436.5,,1805.1,1818.6,1639.4,,2021 Winston-Salem R16,30.1,2002.0,1788.5
Milos Raonic,36,33.5,1840.0,,1764.4,1645.1,1656.6,,1802.2,1742.5,1748.3,,2016 Wimbledon SF,25.5,2156.0,1770.8
Alex Michelsen,37,20.0,1839.4,,1788.2,1360.1,1572.8,,1813.8,1599.8,1706.1,,2024 Tokyo R16,20.0,1854.5,1869.5
