Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Jannik Sinner,1,22.4,2234.6,,2164.3,1913.5,1733.0,,2199.4,2074.1,1983.8,,2024 Australian Open F,22.4,2234.6,2038.5
Novak Djokovic,2,36.6,2216.1,,2119.2,1960.1,1898.1,,2167.6,2088.1,2057.1,,2016 Miami F,28.8,2470.3,1911.0
Carlos Alcaraz,3,20.6,2139.0,,1976.8,2039.0,1909.3,,2057.9,2089.0,2024.2,,2023 Canada R16,20.2,2239.7,1734.1
Daniil Medvedev,4,27.9,2122.6,,2045.7,1850.0,1751.2,,2084.1,1986.3,1936.9,,2022 Australian Open SF,25.9,2191.9,1912.1
Alexander Zverev,5,26.7,2054.8,,1939.8,1917.9,1619.4,,1997.3,1986.3,1837.1,,2022 Atp Cup RR,24.7,2161.7,1993.6
Andrey Rublev,6,26.2,2048.1,,1945.0,1918.9,1757.6,,1996.5,1983.5,1902.9,,2021 Monte Carlo SF,23.4,2106.2,1954.0
Grigor Dimitrov,7,32.7,2025.9,,1908.3,1802.7,1611.6,,1967.1,1914.3,1818.7,,2014 Canada QF,23.2,2090.6,1926.7
Hubert Hurkacz,8,26.9,1986.8,,1901.9,1717.5,1723.7,,1944.4,1852.2,1855.3,,2024 Marseille QF,26.9,1999.4,1891.1
Ugo Humbert,9,25.6,1979.1,,1896.7,1656.7,1582.4,,1937.9,1817.9,1780.8,,2024 Marseille F,25.6,1979.1,1959.2
Alex De Minaur,10,24.9,1976.2,,1897.3,1622.5,1679.5,,1936.7,1799.3,1827.8,,2020 Atp Cup RR,20.8,1993.5,1850.1
Stefanos Tsitsipas,11,25.4,1969.2,,1874.1,2005.1,1650.8,,1921.7,1987.2,1810.0,,2021 Roland Garros SF,22.8,2133.4,1739.3
Taylor Fritz,12,26.2,1963.5,,1910.3,1757.6,1598.7,,1936.9,1860.6,1781.1,,2023 Monte Carlo QF,25.4,2041.3,1842.0
Holger Rune,13,20.7,1950.3,,1821.7,1897.3,1631.9,,1886.0,1923.8,1791.1,,2023 Roland Garros R16,20.0,2070.1,1835.5
Casper Ruud,14,25.1,1918.5,,1773.6,1940.5,1412.8,,1846.0,1929.5,1665.7,,2022 Roland Garros SF,23.4,2064.0,1806.0
Tommy Paul,15,26.7,1908.8,,1848.7,1598.1,1618.1,,1878.8,1753.5,1763.4,,2023 Miami R32,25.8,1953.3,1875.6
Matteo Berrettini,16,27.3,1899.7,,1693.2,1801.9,1822.2,,1796.4,1850.8,1860.9,,2022 Gstaad SF,26.2,2072.6,
Jack Draper,17,22.0,1899.6,,1816.6,1500.0,1500.0,,1858.1,1699.8,1699.8,,2024 Adelaide SF,22.0,1929.0,1787.0
Karen Khachanov,18,27.7,1884.3,,1777.9,1715.5,1579.1,,1831.1,1799.9,1731.7,,2018 Paris F,22.4,2015.3,1799.0
Ben Shelton,19,21.3,1877.6,,1795.0,1393.9,1375.9,,1836.3,1635.8,1626.8,,2023 Tokyo F,21.0,1924.3,1770.0
Felix Auger Aliassime,20,23.4,1875.9,,1801.3,1729.0,1639.1,,1838.6,1802.5,1757.5,,2022 Paris QF,22.2,2053.1,1700.3
Alejandro Davidovich Fokina,21,24.6,1875.6,,1778.7,1753.5,1502.0,,1827.1,1814.5,1688.8,,2021 Roland Garros R16,21.9,1928.4,1773.1
Roman Safiullin,22,26.4,1868.6,,1723.7,1631.6,1642.7,,1796.1,1750.1,1755.6,,2024 Brisbane QF,26.4,1894.4,1708.3
Tallon Griekspoor,23,27.5,1866.8,,1764.3,1707.1,1703.0,,1815.5,1786.9,1784.9,,2022 Australian Open R128,25.5,1924.9,1721.8
Sebastian Korda,24,23.5,1859.8,,1761.0,1541.8,1590.4,,1810.4,1700.8,1725.1,,2023 Australian Open R16,22.5,2005.7,1732.0
Adrian Mannarino,25,35.6,1852.9,,1766.6,1401.4,1709.7,,1809.7,1627.2,1781.3,,2018 Australian Open R64,29.5,1884.7,1730.2
