Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.7,2220.4,,1,2183.6,2,2090.4,3,1971.9,,2329.6,2025-01,,1,0,2103.1
Carlos Alcaraz,2,22.0,2204.2,,2,2107.8,1,2165.1,1,2094.2,,2243.6,2023-08,,2,0,2215.1
Novak Djokovic,3,37.9,2147.8,,3,2107.8,3,2060.2,2,2030.4,,2463.2,2016-05,,6,-0.69,1864.2
Jack Draper,4,23.3,2085.2,,4,2028.5,8,1957.0,7,1892.4,,2103.8,2025-04,,5,-0.22,2095.2
Alexander Zverev,5,28.0,2070.2,,5,2026.0,4,2014.1,8,1883.8,,2176.5,2022-01,,3,0.51,2009.3
Lorenzo Musetti,6,23.1,2026.3,,20,1881.3,5,1997.7,4,1904.4,,2033.1,2025-05,,8,-0.29,2114.5
Tommy Paul,7,27.9,2008.7,,9,1934.7,12,1920.8,6,1892.5,,2013.3,2025-05,,12,-0.54,2036.7
Taylor Fritz,8,27.5,2003.3,,6,1960.6,15,1902.0,10,1869.0,,2054.0,2025-01,,4,0.69,1890.1
Daniil Medvedev,9,29.2,2001.7,,7,1960.4,11,1927.5,5,1896.8,,2201.2,2022-01,,11,-0.20,1927.9
Casper Ruud,10,26.3,2001.7,,14,1903.0,6,1992.4,30,1724.1,,2071.9,2022-05,,7,0.36,2090.5
Alex De Minaur,11,26.2,1993.8,,10,1932.4,16,1897.0,12,1831.9,,2053.1,2024-06,,9,0.20,1994.0
Grigor Dimitrov,12,33.9,1975.4,,8,1935.7,17,1887.6,14,1808.6,,2111.5,2014-08,,16,-0.29,1862.7
Arthur Fils,13,20.8,1970.7,,17,1896.0,10,1932.3,13,1821.4,,1985.4,2025-04,,14,-0.07,1990.7
Francisco Cerundolo,14,26.7,1955.9,,21,1879.8,13,1915.0,26,1736.6,,1961.6,2025-04,,18,-0.25,2013.3
