Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Aleksandar Vukic,67,28.7,1765.4,,67,1719.3,107,1626.9,54,1669.5,,1770.1,2025-01,,66,0.02,1698.6
Roberto Carballes Baena,68,31.8,1764.3,,79,1690.4,48,1736.5,107,1576.5,,1775.5,2024-10,,51,0.29,1715.1
Cameron Norrie,69,29.3,1763.2,,65,1729.3,36,1761.2,46,1681.9,,2018.1,2022-08,,63,0.09,
Marton Fucsovics,70,32.9,1757.5,,78,1694.2,52,1723.6,35,1715.2,,1924.6,2021-03,,96,-0.32,1479.6
Christopher Oconnell,71,30.6,1757.3,,71,1711.2,90,1661.7,61,1648.3,,1820.5,2024-09,,78,-0.09,
Alexander Bublik,72,27.5,1756.2,,74,1704.6,85,1673.1,30,1728.3,,1880.3,2024-03,,39,0.61,
Gabriel Diallo,73,23.3,1755.0,,69,1713.5,120,1605.9,120,1560.1,,1800.8,2024-10,,85,-0.15,1657.1
Quentin Halys,74,28.2,1754.9,,75,1703.1,81,1678.9,39,1694.5,,1796.2,2023-04,,74,0,
Kamil Majchrzak,75,29.0,1754.3,,70,1712.5,54,1721.5,59,1663.9,,1795.3,2024-06,,115,-0.43,1654.8
Alexander Blockx,76,19.7,1754.0,,68,1719.2,145,1579.9,105,1577.0,,1754.0,2025-01,,146,-0.65,1737.7
Alejandro Tabilo,77,27.6,1749.6,,87,1674.9,56,1719.6,52,1676.8,,1881.5,2024-07,,27,1.05,
Lucas Pouille,78,30.8,1749.1,,72,1708.6,89,1661.7,48,1679.3,,1977.4,2017-06,,104,-0.29,
Alexandre Muller,79,27.9,1749.1,,82,1683.9,65,1706.3,121,1559.7,,1759.1,2024-12,,57,0.33,1796.7
Zhizhen Zhang,80,28.2,1739.8,,98,1654.9,51,1726.3,76,1619.5,,1828.8,2024-09,,50,0.47,
Botic Van De Zandschulp,81,29.2,1739.6,,77,1695.8,75,1688.0,87,1609.2,,1928.6,2022-09,,84,-0.04,
Stan Wawrinka,82,39.7,1735.4,,73,1705.4,78,1680.8,78,1617.8,,2144.5,2016-01,,154,-0.63,
Hamad Medjedovic,83,21.4,1730.8,,83,1682.8,69,1699.0,88,1609.1,,1820.9,2024-05,,94,-0.12,1650.6
Tristan Boyer,84,23.7,1729.1,,94,1663.8,82,1678.1,137,1544.3,,1729.1,2025-01,,114,-0.31,1716.2
Dominik Koepfer,85,30.7,1725.7,,81,1684.0,62,1708.5,98,1588.8,,1812.8,2024-03,,118,-0.33,1529.2
Marin Cilic,86,36.1,1722.9,,91,1667.0,84,1674.6,41,1690.6,,2094.7,2010-02,,187,-0.78,
Sebastian Baez,87,24.0,1722.7,,126,1601.4,27,1773.1,146,1530.3,,1934.5,2022-07,,31,1.03,
Jaume Munar,88,27.6,1719.7,,114,1617.1,70,1696.8,148,1528.8,,1807.5,2022-08,,64,0.32,1694.6
Aslan Karatsev,89,31.3,1719.6,,89,1667.5,71,1693.6,134,1546.6,,1958.7,2021-05,,229,-0.95,1657.7
Martin Landaluce,90,19.0,1719.2,,80,1686.6,138,1589.8,122,1559.6,,1728.9,2024-11,,135,-0.41,1667.3
Lloyd Harris,91,27.3,1715.5,,92,1665.2,133,1594.4,49,1677.7,,1890.0,2021-10,,142,-0.44,
Arthur Cazaux,92,22.3,1713.6,,84,1678.3,162,1550.2,117,1565.0,,1801.3,2024-02,,101,-0.09,
Borna Gojo,93,26.8,1711.4,,85,1677.8,103,1636.9,175,1503.2,,1790.3,2023-10,,418,-1.50,
Corentin Moutet,94,25.7,1710.5,,105,1644.9,76,1688.0,93,1599.1,,1819.9,2023-01,,65,0.37,
Fabio Fognini,95,37.4,1706.8,,116,1615.0,61,1710.4,62,1648.3,,2008.0,2014-04,,89,0.07,
Soon Woo Kwon,96,26.7,1705.4,,88,1671.1,123,1604.9,108,1576.0,,1822.0,2023-01,,363,-1.33,
Thiago Seyboth Wild,97,24.8,1702.2,,93,1664.1,92,1660.7,103,1579.7,,1782.1,2024-05,,76,0.24,
Max Purcell,98,26.3,1700.5,,108,1638.1,172,1535.9,64,1640.6,,1783.1,2023-08,,117,-0.18,
Rinky Hijikata,99,23.8,1700.4,,90,1667.4,278,1421.6,102,1579.9,,1729.2,2025-01,,73,0.30,
Laslo Djere,100,29.6,1700.3,,99,1648.6,73,1689.9,132,1550.5,,1836.0,2023-09,,113,-0.12,1525.5
Sebastian Ofner,101,28.2,1699.4,,100,1648.0,88,1665.5,81,1614.9,,1814.3,2024-01,,120,-0.17,
Arthur Rinderknech,102,29.4,1699.2,,96,1658.5,87,1668.3,129,1551.8,,1861.6,2022-10,,61,0.51,
Mackenzie Mcdonald,103,29.7,1698.6,,86,1675.6,160,1552.5,85,1609.3,,1832.3,2023-03,,125,-0.19,1582.0
Dusan Lajovic,104,34.5,1694.9,,118,1612.2,67,1701.1,210,1481.0,,1845.7,2018-10,,79,0.27,
Bu Yunchaokete,105,22.9,1689.7,,102,1647.8,174,1534.9,151,1526.3,,1821.9,2024-09,,71,0.39,
Leandro Riedi,106,22.5,1689.4,,97,1655.0,130,1597.3,79,1617.0,,1809.6,2023-01,,238,-0.81,
Facundo Diaz Acosta,107,24.0,1684.4,,156,1560.9,63,1708.4,202,1486.8,,1799.9,2024-02,,69,0.44,1668.7
Pedro Martinez,108,27.7,1683.3,,131,1591.8,68,1699.6,232,1458.3,,1821.9,2022-04,,44,0.90,
Adrian Mannarino,109,36.5,1678.8,,103,1647.6,183,1525.7,65,1639.1,,1884.7,2018-01,,108,0.01,
Borna Coric,110,28.1,1676.3,,106,1641.5,86,1668.7,94,1598.3,,1999.2,2019-01,,103,0.07,
Thiago Monteiro,111,30.6,1676.3,,132,1590.9,83,1677.7,143,1535.4,,1734.0,2024-05,,100,0.10,1635.3
Yosuke Watanuki,112,26.7,1675.9,,109,1637.7,137,1590.6,90,1605.0,,1779.8,2023-04,,341,-1.11,1604.6
Alexander Shevchenko,113,24.1,1671.9,,107,1639.8,118,1608.6,180,1501.6,,1795.8,2024-02,,75,0.41,
Diego Schwartzman,114,32.0,1671.8,,101,1648.0,93,1660.5,118,1561.1,,1973.1,2020-11,,386,-1.22,
Cristian Garin,115,28.6,1671.6,,117,1613.6,97,1650.8,71,1632.1,,1888.2,2021-07,,133,-0.15,1687.0
Luciano Darderi,116,22.8,1669.3,,238,1471.1,64,1707.0,159,1515.8,,1841.5,2024-06,,47,0.90,
Facundo Bagnis,117,34.4,1668.8,,170,1539.0,94,1660.5,278,1422.8,,1719.0,2021-07,,156,-0.29,
Daniel Evans,118,34.6,1667.6,,104,1646.7,132,1595.2,75,1622.1,,1887.5,2021-04,,172,-0.38,
Yannick Hanfmann,119,33.1,1667.5,,127,1601.1,95,1656.8,128,1552.0,,1829.7,2023-06,,92,0.26,1619.8
Christopher Eubanks,120,28.6,1664.8,,110,1631.7,235,1462.7,69,1635.3,,1847.8,2023-07,,111,0.08,1581.6
Michael Mmoh,121,26.2,1661.7,,122,1606.9,142,1584.0,135,1545.5,,1749.2,2017-02,,333,-1.01,
Mattia Bellucci,122,23.6,1661.1,,120,1609.2,177,1530.0,84,1610.9,,1802.0,2024-10,,98,0.22,
Camilo Ugo Carabelli,123,25.5,1661.0,,189,1524.5,96,1654.6,183,1500.1,,1707.3,2024-03,,93,0.28,
Filip Krajinovic,124,32.4,1660.4,,111,1625.7,102,1641.7,91,1603.3,,1939.3,2020-09,,631,-1.63,
Nicolas Moreno De Alboran,125,27.3,1659.4,,112,1625.2,119,1606.5,155,1520.3,,1677.7,2024-11,,110,0.13,
Dominic Thiem,126,31.1,1658.2,,95,1661.4,117,1609.2,140,1539.2,,2123.6,2016-06,,632,-1.61,
Hugo Gaston,127,24.2,1657.6,,151,1570.1,77,1683.5,115,1570.1,,1783.8,2021-11,,82,0.44,
Lukas Klein,128,26.8,1657.5,,113,1622.3,127,1600.7,109,1574.8,,1770.5,2024-03,,153,-0.18,1565.5
Mariano Navone,129,23.8,1656.3,,222,1484.7,66,1703.4,231,1461.7,,1860.2,2024-04,,49,0.97,
Nikoloz Basilashvili,130,32.8,1655.3,,115,1616.0,110,1620.2,92,1602.2,,1877.8,2018-10,,178,-0.31,1677.0
James Duckworth,131,32.9,1655.1,,121,1608.1,202,1501.8,86,1609.3,,1771.4,2021-11,,81,0.48,1536.1
Otto Virtanen,132,23.5,1648.1,,119,1610.1,203,1499.9,101,1580.9,,1752.3,2024-03,,97,0.31,
Pavel Kotov,133,26.1,1647.9,,143,1575.7,100,1645.8,139,1541.9,,1781.4,2024-05,,105,0.24,
Luca Nardi,134,21.4,1647.2,,123,1605.1,136,1592.1,226,1470.7,,1716.6,2024-04,,83,0.48,
Jaime Faria,135,21.4,1647.2,,158,1555.6,106,1630.7,198,1490.0,,1694.0,2024-05,,109,0.21,1609.2
Francisco Comesana,136,24.2,1646.8,,152,1569.3,121,1605.8,116,1570.0,,1713.2,2024-09,,86,0.46,
Vit Kopriva,137,27.5,1642.5,,137,1584.2,125,1603.0,100,1582.0,,1671.6,2022-06,,128,0.07,1618.2
Daniel Altmaier,138,26.3,1640.7,,135,1585.7,113,1616.7,158,1516.1,,1779.4,2021-08,,91,0.42,
Valentin Vacherot,139,26.1,1636.4,,128,1599.7,134,1592.4,192,1495.7,,1719.2,2024-05,,201,-0.37,1481.4
Marc Andrea Huesler,140,28.5,1633.3,,133,1590.8,146,1578.7,124,1556.2,,1805.9,2023-02,,170,-0.19,1588.9
Francesco Passaro,141,24.0,1633.3,,176,1533.7,112,1619.8,208,1481.7,,1760.8,2022-08,,90,0.45,1587.2
Gregoire Barrere,142,30.9,1629.7,,142,1577.0,129,1597.7,113,1571.5,,1795.6,2023-02,,144,-0.01,1596.4
Richard Gasquet,143,38.5,1629.2,,129,1597.2,141,1585.9,99,1588.3,,2052.2,2013-04,,132,0.08,
Andrea Vavassori,144,29.4,1629.0,,147,1572.0,111,1620.0,172,1504.9,,1710.0,2023-04,,316,-0.79,
Hugo Dellien,145,31.5,1627.0,,218,1489.0,115,1611.7,215,1478.5,,1768.5,2023-03,,122,0.17,
Alex Molcan,146,26.7,1626.1,,125,1602.1,124,1603.1,125,1554.9,,1848.6,2022-07,,526,-1.28,
Taro Daniel,147,31.9,1624.7,,124,1602.3,156,1558.8,187,1499.3,,1746.6,2023-04,,116,0.24,
Giulio Zeppieri,148,23.1,1622.1,,150,1571.0,135,1592.3,167,1507.4,,1699.0,2022-07,,330,-0.80,
Radu Albot,149,35.1,1621.2,,140,1578.5,149,1572.4,110,1574.5,,1808.5,2019-05,,157,-0.05,
Ethan Quinn,150,20.8,1620.4,,130,1597.2,319,1383.1,142,1537.0,,1634.6,2025-01,,160,-0.06,1670.9
Daniel Elahi Galan,151,28.5,1619.4,,166,1543.6,122,1605.0,112,1572.5,,1746.4,2022-09,,121,0.22,1658.2
Raphael Collignon,152,23.0,1616.2,,172,1537.9,116,1610.1,162,1512.8,,1740.4,2024-11,,124,0.20,
Mark Lajal,153,21.6,1613.9,,141,1578.4,243,1454.9,80,1616.9,,1675.5,2023-06,,204,-0.29,1639.4
James Trotter,154,25.4,1613.8,,134,1588.9,318,1383.6,212,1479.7,,1639.2,2024-11,,186,-0.19,
Mikhail Kukushkin,155,37.0,1613.0,,144,1574.3,163,1549.9,97,1589.6,,1849.8,2010-10,,112,0.32,1539.0
Aleksandar Kovacevic,156,26.3,1612.2,,136,1585.6,251,1444.4,197,1490.3,,1754.2,2024-04,,102,0.42,1627.6
Jerome Kym,157,21.9,1608.9,,165,1545.9,131,1596.4,173,1504.5,,1712.5,2024-10,,136,0.14,
Brandon Holt,158,26.7,1608.5,,148,1572.0,253,1444.2,189,1497.4,,1625.9,2023-02,,181,-0.14,1681.7
Jesper De Jong,159,24.6,1608.5,,195,1518.0,105,1630.8,186,1499.6,,1707.9,2024-10,,131,0.19,
Jozef Kovalik,160,32.1,1608.5,,197,1515.8,128,1599.3,279,1422.7,,1707.0,2018-07,,127,0.23,
Dominic Stricker,161,22.4,1607.9,,139,1579.5,168,1545.2,131,1551.0,,1792.2,2021-06,,287,-0.58,
Harold Mayot,162,22.9,1606.9,,153,1567.4,166,1546.3,106,1576.8,,1696.2,2024-06,,130,0.22,
Damir Dzumhur,163,32.6,1605.4,,192,1521.7,109,1620.8,111,1573.9,,1888.0,2018-02,,88,0.62,
Kyrian Jacquet,164,23.6,1604.4,,145,1572.4,161,1550.7,216,1477.0,,1628.4,2024-11,,274,-0.51,
Duje Ajdukovic,165,23.9,1603.6,,162,1551.3,140,1586.6,241,1450.9,,1662.8,2024-08,,158,0.04,
Hady Habib,166,26.3,1602.5,,138,1580.7,208,1493.0,130,1551.3,,1602.5,2025-01,,166,0,1662.3
Eliot Spizzirri,167,23.0,1602.5,,155,1562.2,288,1411.2,169,1507.3,,1625.9,2025-01,,222,-0.28,
Constant Lestienne,168,32.6,1600.3,,146,1572.3,248,1446.9,211,1480.0,,1775.8,2023-01,,177,-0.05,1563.7
Sumit Nagal,169,27.4,1600.2,,174,1536.6,126,1601.7,236,1455.2,,1719.0,2024-06,,106,0.47,
Liam Draxl,170,23.1,1599.4,,149,1572.0,256,1443.2,185,1499.7,,1613.1,2025-01,,183,-0.07,1663.3
Adam Walton,171,25.7,1597.0,,154,1567.2,342,1365.0,170,1506.8,,1705.6,2024-05,,87,0.68,
Felipe Meligeni Alves,172,26.7,1596.8,,209,1497.1,144,1583.7,123,1558.2,,1694.8,2023-10,,148,0.15,
Matteo Gigante,173,23.0,1596.4,,161,1551.9,171,1536.6,156,1517.9,,1635.7,2024-05,,150,0.14,1647.0
Tomas Barrios Vera,174,27.0,1595.1,,220,1486.3,139,1587.5,141,1538.4,,1694.9,2023-07,,137,0.24,1603.5
Federico Coria,175,32.8,1592.8,,236,1472.0,143,1583.8,333,1397.8,,1741.7,2021-07,,95,0.61,
Li Tu,176,28.6,1589.6,,160,1552.3,211,1490.6,119,1561.1,,1623.3,2022-10,,169,0.04,
Alexander Ritschard,177,30.8,1587.2,,223,1483.9,101,1645.0,188,1497.8,,1684.8,2024-07,,123,0.36,1500.1
Pablo Llamas Ruiz,178,21.6,1583.9,,200,1512.5,153,1564.9,177,1502.5,,1717.4,2023-09,,305,-0.54,
Pierre Hugues Herbert,179,33.8,1582.3,,159,1555.0,181,1528.3,138,1543.8,,1845.0,2019-02,,179,0,1581.2
Benjamin Hassan,180,29.9,1582.0,,168,1539.6,159,1554.9,206,1482.2,,1680.1,2023-10,,231,-0.25,
Maximilian Marterer,181,29.5,1582.0,,190,1523.8,147,1576.7,136,1545.2,,1804.9,2018-06,,198,-0.09,
Luca Van Assche,182,20.6,1580.1,,163,1546.2,154,1564.1,174,1503.4,,1779.9,2023-04,,164,0.10,
Ricardas Berankis,183,34.5,1577.6,,187,1526.7,155,1563.0,154,1524.2,,1809.0,2010-08,,284,-0.44,1593.2
Alexis Galarneau,184,25.8,1577.0,,167,1540.9,229,1469.1,194,1493.6,,1603.7,2024-04,,176,0.04,1642.4
Thiago Agustin Tirante,185,23.7,1575.3,,183,1528.2,173,1535.0,176,1503.0,,1663.6,2021-09,,126,0.38,
Seong Chan Hong,186,27.2,1574.6,,164,1546.1,250,1445.8,302,1412.7,,1612.4,2024-08,,185,0.01,
Kyle Edmund,187,29.8,1574.1,,157,1555.8,151,1568.3,181,1501.4,,1944.0,2019-03,,463,-0.91,
Juan Manuel Cerundolo,188,23.1,1573.6,,241,1468.9,148,1572.5,266,1430.6,,1783.6,2023-01,,139,0.30,
Yasutaka Uchiyama,189,32.4,1573.4,,171,1538.6,298,1406.7,201,1487.6,,1724.0,2019-10,,143,0.28,1573.4
Federico Agustin Gomez,190,28.1,1573.3,,181,1528.8,158,1555.8,203,1486.7,,1667.7,2024-09,,134,0.35,
Sho Shimabukuro,191,27.4,1569.5,,184,1528.2,204,1499.6,127,1553.4,,1692.6,2023-07,,191,0,
Terence Atmane,192,23.0,1568.2,,178,1530.8,199,1504.3,219,1476.1,,1696.8,2023-10,,159,0.19,
Zachary Svajda,193,22.1,1567.4,,179,1530.8,233,1464.4,150,1526.9,,1744.8,2023-10,,167,0.14,1555.9
Dalibor Svrcina,194,22.2,1562.2,,177,1533.6,216,1481.3,243,1446.9,,1597.3,2021-08,,218,-0.12,1600.2
Dino Prizmic,195,19.4,1561.4,,180,1530.6,189,1519.1,218,1476.2,,1697.4,2024-02,,368,-0.64,
Albert Ramos,196,36.9,1561.1,,185,1526.9,170,1538.2,300,1413.3,,1872.7,2017-04,,162,0.19,
Zsombor Piros,197,25.2,1560.4,,169,1539.2,194,1514.6,149,1528.7,,1724.1,2023-04,,213,-0.08,1664.2
Elmer Moller,198,21.5,1560.2,,224,1483.9,157,1558.1,147,1530.1,,1724.9,2024-10,,149,0.28,
Billy Harris,199,29.9,1559.3,,207,1499.9,290,1410.9,114,1571.4,,1675.6,2024-06,,129,0.43,
Murphy Cassone,200,22.4,1559.1,,188,1526.6,313,1389.6,213,1479.6,,1582.3,2025-01,,270,-0.30,1576.3
Timofey Skatov,201,23.9,1558.6,,226,1482.6,164,1549.4,205,1484.5,,1662.1,2024-09,,200,0,
Joris De Loore,202,31.3,1557.9,,173,1537.5,212,1489.9,214,1478.8,,1650.1,2016-10,,307,-0.42,
Jurij Rodionov,203,25.6,1557.5,,175,1534.8,222,1475.5,193,1494.5,,1692.0,2018-07,,155,0.27,1523.0
Marco Trungelliti,204,34.9,1557.0,,231,1479.9,150,1568.4,264,1431.7,,1693.8,2022-08,,140,0.38,1471.3
Titouan Droguet,205,23.5,1554.6,,211,1495.9,152,1566.7,160,1515.6,,1670.2,2024-09,,175,0.16,1543.3
Stefano Napolitano,206,29.4,1554.0,,202,1507.4,192,1515.2,161,1515.1,,1636.6,2024-05,,171,0.19,
Sascha Gueymard Wayenburg,207,21.4,1553.0,,182,1528.8,316,1384.9,217,1476.5,,1553.0,2025-01,,253,-0.20,1756.4
Valentin Royer,208,23.6,1552.9,,219,1487.8,169,1538.2,235,1457.9,,1596.2,2024-05,,206,0.01,1538.3
Hugo Grenier,209,28.8,1552.6,,196,1518.0,260,1438.2,163,1510.0,,1731.3,2022-09,,190,0.10,1507.2
Liam Broady,210,30.6,1551.2,,191,1522.7,246,1449.5,204,1486.1,,1741.6,2022-03,,770,-1.30,
J J Wolf,211,26.0,1550.3,,193,1518.7,188,1520.4,164,1509.6,,1845.0,2023-02,,258,-0.20,
Alibek Kachmazov,212,22.4,1549.9,,186,1526.8,267,1433.1,152,1524.9,,1598.4,2024-10,,199,0.06,
Kimmer Coppejans,213,30.9,1548.6,,227,1481.7,200,1504.3,238,1455.0,,1686.8,2015-04,,340,-0.47,1631.5
Mitchell Krueger,214,31.0,1545.2,,203,1506.9,232,1465.5,191,1495.9,,1622.3,2022-04,,138,0.44,1656.0
Juan Pablo Varillas,215,29.2,1544.4,,285,1408.9,165,1546.7,324,1400.1,,1725.5,2023-02,,188,0.13,1614.6
