Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Novak Djokovic,1,34.5,2185.6,,2068.6,2016.3,1942.4,,2127.1,2101.0,2064.0,,2016 Miami F,28.8,2470.0,
Daniil Medvedev,2,25.9,2173.6,,2098.1,1714.1,1723.4,,2135.9,1943.9,1948.5,,2022 Australian Open SF,25.9,2189.1,1996.0
Alexander Zverev,3,24.8,2119.2,,2030.8,1999.1,1671.4,,2075.0,2059.2,1895.3,,2022 Atp Cup RR,24.7,2158.4,1845.2
Rafael Nadal,4,35.6,2054.6,,1896.8,1951.2,1500.0,,1975.7,2002.9,1777.3,,2009 Madrid SF,22.9,2370.0,2080.5
Stefanos Tsitsipas,5,23.5,2053.8,,1930.9,2005.5,1543.4,,1992.4,2029.7,1798.6,,2021 Roland Garros SF,22.8,2133.0,1954.3
Roger Federer,6,39.9,2043.0,,1936.7,1749.6,1813.4,,1989.9,1896.3,1928.2,,2007 Dubai F,25.6,2382.0,
Casper Ruud,7,23.1,2030.1,,1847.3,1981.1,1465.9,,1938.7,2005.6,1748.0,,2021 Tour Finals RR,22.9,2032.4,1862.4
Matteo Berrettini,8,25.8,2023.5,,1837.0,1910.5,1853.0,,1930.3,1967.0,1938.3,,2021 Wimbledon SF,25.2,2045.7,1882.0
Felix Auger Aliassime,9,21.5,2019.0,,1930.1,1681.9,1784.0,,1974.5,1850.4,1901.5,,2022 Rotterdam F,21.5,2019.0,2085.5
Carlos Alcaraz,10,18.7,2017.4,,1886.7,1834.4,1441.4,,1952.0,1925.9,1729.4,,2022 Australian Open R64,18.7,2037.8,
Jannik Sinner,11,20.4,2012.2,,1935.4,1807.0,1312.8,,1973.8,1909.6,1662.5,,2022 Australian Open R16,20.4,2026.9,1847.6
Dominic Thiem,12,27.7,2002.5,,1935.6,1936.2,1618.3,,1969.1,1969.4,1810.4,,2016 Halle R16,22.8,2123.2,
Andrey Rublev,13,24.3,1957.8,,1865.6,1827.4,1652.8,,1911.7,1892.6,1805.3,,2021 Monte Carlo SF,23.5,2105.7,1797.9
Pablo Carreno Busta,14,30.5,1947.7,,1824.0,1868.0,1439.8,,1885.9,1907.8,1693.7,,2021 Winston-Salem R16,30.1,2001.4,1829.0
Jenson Brooksby,15,21.3,1942.2,,1849.2,1661.7,1655.9,,1895.7,1801.9,1799.1,,2022 Columbus CH QF,21.2,1974.5,1759.7
Sebastian Korda,16,21.5,1927.5,,1813.5,1652.9,1670.2,,1870.5,1790.2,1798.9,,2022 Australian Open R64,21.5,1944.8,
Diego Schwartzman,17,29.5,1924.3,,1832.5,1860.5,1526.0,,1878.4,1892.4,1725.2,,2020 Paris R16,28.2,1972.9,1817.4
Taylor Fritz,18,24.3,1919.5,,1833.5,1654.0,1600.7,,1876.5,1786.8,1760.1,,2022 Australian Open R32,24.2,1937.4,1820.6
Cameron Norrie,19,26.5,1909.2,,1777.4,1810.7,1575.1,,1843.3,1860.0,1742.2,,2021 Vienna R32,26.2,1987.9,
Kei Nishikori,20,31.8,1900.5,,1811.3,1805.2,1628.4,,1855.9,1852.8,1764.4,,2016 US Open QF,26.7,2210.4,
Denis Shapovalov,21,22.8,1893.8,,1783.0,1713.0,1667.6,,1838.4,1803.4,1780.7,,2020 Auckland R16,20.7,1973.2,1848.1
Grigor Dimitrov,22,30.7,1893.4,,1809.2,1723.3,1521.5,,1851.3,1808.3,1707.4,,2014 Canada QF,23.2,2090.3,1646.4
Marin Cilic,23,33.3,1890.2,,1774.4,1740.0,1796.0,,1832.3,1815.1,1843.1,,2010 Dubai R16,21.4,2094.4,1820.6
Ilya Ivashka,24,28.0,1885.4,,1774.3,1677.6,1604.8,,1829.8,1781.5,1745.1,,2021 Nur-Sultan QF,27.6,1912.3,
