Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,27.0,2192.0,,1,2138.7,1,2102.7,1,1953.3,,2206.4,2025-05,,1,0,2189.9
Iga Swiatek,2,23.9,2115.5,,2,2079.6,2,2047.0,3,1851.2,,2291.0,2024-07,,5,-0.92,2020.3
Coco Gauff,3,21.1,2113.2,,4,2050.1,3,2031.2,2,1894.7,,2155.7,2024-01,,2,0.41,2093.7
Mirra Andreeva,4,18.0,2097.2,,3,2076.6,5,1971.5,11,1795.5,,2159.2,2025-03,,6,-0.41,2099.1
Qinwen Zheng,5,22.5,2044.7,,5,1989.4,4,1986.4,39,1691.1,,2098.3,2024-11,,7,-0.34,1974.6
Jasmine Paolini,6,29.3,2025.9,,10,1938.7,6,1951.8,5,1833.5,,2025.9,2025-05,,4,0.41,2092.1
Madison Keys,7,30.2,2021.7,,7,1961.2,9,1911.8,6,1824.0,,2090.1,2016-08,,8,-0.13,2041.9
Elena Rybakina,8,25.9,2012.0,,8,1959.6,7,1923.0,4,1846.9,,2155.6,2024-04,,11,-0.32,1994.2
Jessica Pegula,9,31.2,2009.0,,6,1977.5,11,1852.0,8,1811.1,,2094.9,2024-01,,3,1.10,1962.2
Elina Svitolina,10,30.6,1993.7,,11,1919.2,8,1913.9,9,1800.3,,2120.6,2018-05,,14,-0.34,2078.3
Karolina Muchova,11,28.5,1980.8,,9,1938.9,19,1832.8,19,1752.9,,2029.1,2023-08,,13,-0.17,1903.7
Paula Badosa,12,27.5,1939.5,,12,1895.9,17,1834.3,16,1758.3,,2078.1,2022-01,,10,0.18,1880.9
Marta Kostyuk,13,22.8,1928.9,,15,1869.0,13,1846.6,32,1711.8,,1986.1,2024-04,,25,-0.65,1950.0
Belinda Bencic,14,28.1,1916.7,,13,1881.8,39,1755.4,34,1708.3,,2100.0,2015-09,,39,-1.02,1955.0
Elise Mertens,15,29.4,1913.9,,16,1860.6,14,1842.8,38,1696.4,,2042.7,2021-04,,24,-0.47,1971.8
Peyton Stearns,16,23.5,1912.6,,35,1811.6,10,1853.8,76,1609.0,,1925.1,2025-05,,33,-0.72,1956.8
Ekaterina Alexandrova,17,30.4,1911.4,,20,1844.9,22,1804.7,10,1795.9,,1977.2,2020-02,,20,-0.16,1978.7
Danielle Collins,18,31.4,1904.7,,31,1821.7,12,1849.0,36,1702.4,,2061.1,2024-05,,54,-1.10,1912.5
Emma Raducanu,19,22.5,1904.4,,19,1845.8,24,1790.5,21,1748.6,,1998.0,2021-08,,41,-0.77,1879.0
Diana Shnaider,20,21.0,1897.7,,28,1823.3,16,1835.0,13,1784.2,,1976.1,2024-08,,12,0.51,1877.0
Amanda Anisimova,21,23.6,1897.5,,14,1876.9,34,1764.0,41,1685.6,,2013.4,2022-08,,16,0.27,1845.1
Jelena Ostapenko,22,27.9,1896.1,,26,1825.6,15,1839.8,7,1812.7,,2029.5,2017-10,,21,0.05,1906.3
Anastasia Potapova,23,24.1,1894.2,,29,1822.4,18,1833.6,31,1712.4,,1920.5,2023-06,,37,-0.48,1936.7
Emma Navarro,24,24.0,1892.2,,17,1860.6,23,1798.4,14,1772.5,,2002.7,2024-08,,9,0.98,1823.5
Naomi Osaka,25,27.5,1885.0,,24,1832.5,25,1789.6,43,1684.3,,2193.3,2021-03,,49,-0.67,1901.7
Liudmila Samsonova,26,26.5,1882.5,,27,1825.6,28,1776.5,17,1757.4,,1984.3,2023-10,,18,0.37,1876.2
Victoria Azarenka,27,35.7,1878.7,,22,1839.1,29,1775.1,27,1722.8,,2312.3,2013-03,,75,-1.02,1682.9
Sofia Kenin,28,26.5,1871.3,,36,1809.3,31,1770.9,40,1691.0,,2057.0,2020-02,,30,-0.07,1934.2
Clara Tauson,29,22.4,1868.5,,18,1847.6,41,1751.3,94,1581.9,,1934.9,2022-01,,22,0.28,1890.4
Anna Kalinskaya,30,26.4,1867.0,,37,1807.3,43,1750.0,20,1750.6,,1948.6,2024-04,,28,0.07,1809.0
Daria Kasatkina,31,28.0,1863.0,,32,1816.7,27,1782.4,12,1785.3,,2036.5,2018-03,,17,0.60,1718.3
Katie Boulter,32,28.7,1860.2,,33,1815.9,47,1736.5,15,1766.3,,1894.3,2024-03,,38,-0.17,1827.7
Maria Sakkari,33,29.7,1858.8,,34,1815.2,20,1812.8,44,1681.5,,2067.5,2022-03,,90,-1.00,1835.2
Olga Danilovic,34,24.2,1858.0,,52,1753.7,21,1806.0,61,1637.0,,1865.8,2025-05,,34,0,1863.8
Ashlyn Krueger,35,21.0,1856.5,,25,1826.9,63,1707.9,42,1684.5,,1896.7,2025-02,,35,0,1846.1
Linda Noskova,36,20.4,1855.5,,21,1839.5,56,1721.2,64,1631.3,,1946.1,2025-02,,29,0.22,1804.8
Magda Linette,37,33.2,1855.3,,43,1787.3,26,1787.9,50,1665.7,,1866.6,2023-02,,32,0.15,1896.0
Yulia Putintseva,38,30.3,1851.5,,41,1794.0,30,1773.5,23,1741.1,,1933.4,2025-01,,31,0.20,1717.4
Ons Jabeur,39,30.6,1849.6,,40,1796.9,32,1770.5,22,1745.5,,2110.5,2022-06,,36,0.08,1783.1
Anastasia Pavlyuchenkova,40,33.8,1847.9,,30,1822.1,42,1750.2,55,1646.7,,2058.1,2011-05,,50,-0.22,1716.9
Caroline Wozniacki,41,34.1,1844.9,,38,1805.1,53,1727.8,24,1737.0,,2255.1,2011-04,,136,-1.20,
Donna Vekic,42,28.8,1838.3,,46,1774.8,35,1762.2,18,1753.8,,1947.0,2019-08,,19,0.79,1696.6
