Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Iga Swiatek,1,20.9,2263.4,,2110.9,2075.1,1583.7,,2187.1,2169.3,1923.5,,2022 Roland Garros F,20.9,2263.4,2353.7
Ashleigh Barty,2,25.7,2180.5,,2071.4,1891.4,1773.2,,2126.0,2036.0,1976.8,,2021 Us Open R64,25.3,2219.7,2114.6
Ons Jabeur,3,27.7,2092.4,,1898.0,1858.5,1797.5,,1995.2,1975.5,1945.0,,2022 Rome SF,27.6,2097.0,2147.1
Anett Kontaveit,4,26.4,2031.4,,1990.6,1690.7,1517.7,,2011.0,1861.1,1774.5,,2022 Indian Wells R64,26.2,2105.7,1897.1
Simona Halep,5,30.7,2028.9,,1919.8,1843.5,1750.6,,1974.4,1936.2,1889.7,,2015 Stuttgart QF,23.6,2177.6,2016.7
Paula Badosa,6,24.5,2020.2,,1949.3,1837.6,1466.1,,1984.8,1928.9,1743.1,,2022 Australian Open R32,24.1,2083.8,1960.7
Belinda Bencic,7,25.2,2010.5,,1874.4,1749.0,1717.3,,1942.4,1879.8,1863.9,,2016 St. Petersburg SF,18.9,2121.1,2049.9
Cori Gauff,8,18.2,2010.4,,1814.2,1867.1,1724.5,,1912.3,1938.7,1867.4,,2021 Roland Garros R16,17.2,2043.8,2025.4
Victoria Azarenka,9,32.8,2004.9,,1917.6,1720.1,1563.2,,1961.2,1862.5,1784.1,,2013 Indian Wells R16,23.6,2325.4,1917.3
Naomi Osaka,10,24.5,2004.4,,1977.9,1579.5,1500.0,,1991.2,1792.0,1752.2,,2021 Miami R16,23.4,2199.4,1923.5
Maria Sakkari,11,26.9,1999.6,,1948.8,1776.9,1540.2,,1974.2,1888.2,1769.9,,2022 Indian Wells SF,26.6,2070.0,1937.4
Danielle Collins,12,28.4,1990.3,,1935.6,1691.2,1476.6,,1962.9,1840.7,1733.4,,2022 Australian Open SF,28.0,2047.9,1886.6
Jessica Pegula,13,28.2,1981.6,,1853.2,1719.8,1410.1,,1917.4,1850.7,1695.9,,2022 Roland Garros R16,28.2,1985.8,2000.2
Marketa Vondrousova,14,22.8,1980.1,,1912.2,1713.1,1314.1,,1946.1,1846.6,1647.1,,2019 Roland Garros SF,19.9,2059.5,1946.9
Amanda Anisimova,15,20.8,1980.0,,1810.6,1787.4,1497.3,,1895.3,1883.7,1738.6,,2022 Roland Garros R64,20.7,1995.1,2008.7
Daria Kasatkina,16,25.1,1973.3,,1812.3,1795.7,1620.8,,1892.8,1884.5,1797.1,,2018 Indian Wells SF,20.8,2046.5,2003.8
Aryna Sabalenka,17,24.1,1970.7,,1843.8,1804.7,1681.8,,1907.3,1887.7,1826.2,,2021 Rome R32,23.0,2127.8,1917.5
Petra Kvitova,18,32.2,1961.2,,1876.5,1798.8,1770.0,,1918.8,1880.0,1865.6,,2012 Sydney QF,21.8,2174.5,1931.3
Jelena Ostapenko,19,25.0,1944.5,,1880.9,1623.9,1748.0,,1912.7,1784.2,1846.2,,2022 Doha QF,24.7,2034.7,1894.2
