Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Ashleigh Barty,1,25.3,2215.9,,2074.2,1991.7,1873.2,,2145.1,2103.8,2044.5,,2021 Wimbledon F,25.2,2216.5,2234.3
Naomi Osaka,2,23.8,2114.4,,2077.9,1668.3,1552.6,,2096.1,1891.3,1833.5,,2021 Miami R16,23.4,2200.6,1964.9
Aryna Sabalenka,3,23.3,2046.6,,1943.1,1806.3,1699.8,,1994.8,1926.4,1873.2,,2021 Rome R32,23.0,2128.7,2004.5
Barbora Krejcikova,4,25.7,2029.0,,1848.9,1849.8,1448.1,,1938.9,1939.4,1738.5,,2021 Cincinnati R16,25.7,2036.6,2113.5
Garbine Muguruza,5,27.9,2010.6,,1944.8,1861.8,1671.7,,1977.7,1936.2,1841.1,,2017 US Open R32,23.9,2110.8,1968.2
Iga Swiatek,6,20.2,2006.7,,1788.3,1960.2,1583.5,,1897.5,1983.5,1795.1,,2021 Roland Garros R16,20.0,2093.6,1981.4
Petra Kvitova,7,31.4,2004.6,,1912.7,1858.4,1699.4,,1958.6,1931.5,1852.0,,2012 Sydney QF,21.8,2177.9,1935.7
Karolina Pliskova,8,29.4,2003.3,,1882.0,1852.3,1771.7,,1942.6,1927.8,1887.5,,2019 Wimbledon R32,27.3,2088.7,2024.8
Ons Jabeur,9,27.0,2001.1,,1859.1,1710.4,1745.5,,1930.1,1855.8,1873.3,,2021 Cincinnati R32,27.0,2012.9,2032.6
Victoria Azarenka,10,32.0,1994.9,,1909.2,1678.9,1563.2,,1952.0,1836.9,1779.0,,2013 Indian Wells R16,23.6,2328.7,2004.9
Simona Halep,11,29.9,1994.0,,1867.8,1868.7,1702.7,,1930.9,1931.3,1848.4,,2015 Stuttgart QF,23.6,2180.2,1941.8
Elina Svitolina,12,26.9,1988.2,,1910.5,1842.5,1535.0,,1949.3,1915.3,1761.6,,2018 Roland Garros R64,23.7,2114.4,1977.5
Cori Gauff,13,17.4,1978.4,,1800.5,1818.3,1682.4,,1889.4,1898.3,1830.4,,2021 Roland Garros R16,17.2,2042.6,1976.9
Paula Badosa,14,23.8,1974.4,,1728.2,1845.1,1505.6,,1851.3,1909.8,1740.0,,2021 Cincinnati R16,23.8,1974.4,2054.1
Maria Sakkari,15,26.1,1970.4,,1880.4,1788.0,1500.8,,1925.4,1879.2,1735.6,,2021 Roland Garros QF,25.9,2014.9,1948.3
Serena Williams,16,39.7,1965.6,,1887.2,1628.3,1595.5,,1926.4,1796.9,1780.5,,2003 Charleston SF,21.5,2515.7,1908.1
Jennifer Brady,17,26.3,1964.9,,1877.1,1601.3,1498.2,,1921.0,1783.1,1731.6,,2021 Australian Open SF,25.8,1995.8,1932.2
Angelique Kerber,18,33.6,1953.0,,1819.5,1727.0,1839.1,,1886.2,1840.0,1896.0,,2016 Singapore SF,28.8,2145.4,2046.3
Danielle Rose Collins,19,27.7,1952.9,,1831.9,1715.2,1476.6,,1892.4,1834.1,1714.8,,2021 Montreal R32,27.7,1969.7,2024.4
