Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Carlos Alcaraz,1,20.1,2234.6,,2037.0,2039.1,1909.3,,2135.8,2136.8,2071.9,,2023 Wimbledon F,20.1,2234.6,2287.0
Novak Djokovic,2,36.1,2180.1,,2075.4,1960.3,1898.1,,2127.8,2070.2,2039.1,,2016 Miami F,28.8,2470.1,2190.8
Daniil Medvedev,3,27.3,2101.4,,2060.8,1850.1,1751.2,,2081.1,1975.7,1926.3,,2022 Australian Open SF,25.9,2191.8,2099.0
Jannik Sinner,4,21.8,2067.3,,1996.4,1913.6,1733.0,,2031.8,1990.4,1900.1,,2023 Miami SF,21.5,2110.0,2053.0
Holger Rune,5,20.1,2056.3,,1906.6,1897.4,1631.9,,1981.5,1976.8,1844.1,,2023 Roland Garros R16,20.0,2070.0,2062.6
Andrey Rublev,6,25.7,2036.4,,1912.7,1919.0,1757.6,,1974.6,1977.7,1897.0,,2021 Monte Carlo SF,23.4,2106.1,2053.9
Stefanos Tsitsipas,7,24.9,2032.0,,1949.1,2005.2,1650.8,,1990.6,2018.6,1841.4,,2021 Roland Garros SF,22.8,2133.3,2011.6
Alexander Zverev,8,26.2,1967.7,,1796.2,1918.0,1619.5,,1882.0,1942.9,1793.6,,2022 Atp Cup RR,24.7,2161.6,1996.9
Taylor Fritz,9,25.7,1961.3,,1945.3,1757.7,1598.7,,1953.3,1859.5,1780.0,,2023 Monte Carlo QF,25.4,2041.2,1927.0
Casper Ruud,10,24.5,1955.7,,1780.4,1940.6,1412.8,,1868.0,1948.2,1684.3,,2022 Roland Garros SF,23.4,2063.9,1947.9
Grigor Dimitrov,11,32.2,1947.9,,1804.1,1802.8,1611.6,,1876.0,1875.4,1779.7,,2014 Canada QF,23.2,2090.5,1983.3
Frances Tiafoe,12,25.5,1939.8,,1846.4,1747.8,1667.8,,1893.1,1843.8,1803.8,,2023 Queen's Club R32,25.4,1960.5,1929.7
Francisco Cerundolo,13,24.9,1920.5,,1698.1,1821.9,1593.2,,1809.3,1871.2,1756.9,,2023 Wimbledon R128,24.8,1938.5,1964.0
Alex De Minaur,14,24.4,1914.7,,1849.1,1622.6,1679.5,,1881.9,1768.6,1797.1,,2020 Atp Cup RR,20.8,1993.4,1892.6
Cameron Norrie,15,27.9,1903.7,,1830.9,1851.7,1658.2,,1867.3,1877.7,1781.0,,2022 Cincinnati QF,26.9,2018.3,1819.8
Hubert Hurkacz,16,26.4,1902.6,,1838.0,1717.6,1723.7,,1870.3,1810.1,1813.2,,2022 Canada SF,25.4,1998.0,1844.9
Felix Auger Aliassime,17,22.9,1902.6,,1874.3,1729.1,1639.2,,1888.4,1815.8,1770.9,,2022 Paris QF,22.2,2053.0,1686.1
Matteo Berrettini,18,27.2,1902.1,,1664.7,1802.0,1822.2,,1783.4,1852.1,1862.2,,2022 Gstaad SF,26.2,2072.5,1870.6
Rafael Nadal,19,36.6,1898.7,,1731.2,1828.4,1500.0,,1814.9,1863.6,1699.4,,2009 Madrid SF,22.9,2370.1,
Tallon Griekspoor,20,27.0,1894.1,,1795.6,1707.1,1703.0,,1844.8,1800.6,1798.5,,2022 Australian Open R128,25.5,1924.9,1943.6
Nick Kyrgios,21,28.1,1892.2,,1762.1,1500.0,1593.0,,1827.1,1696.1,1742.6,,2017 Cincinnati SF,22.2,2089.3,
Andy Murray,22,36.2,1880.0,,1744.2,1752.7,1740.6,,1812.1,1816.3,1810.3,,2017 Doha SF,29.6,2347.1,1890.7
Lorenzo Musetti,23,21.3,1878.6,,1675.4,1846.1,1479.4,,1777.0,1862.3,1679.0,,2022 Paris R16,20.6,1925.3,1884.9
Pablo Carreno Busta,24,31.5,1875.5,,1763.2,1821.8,1480.5,,1819.4,1848.7,1678.0,,2021 Winston-Salem R16,30.1,2001.9,
Jiri Lehecka,25,21.7,1867.8,,1765.3,1661.7,1622.1,,1816.6,1764.7,1744.9,,2023 Doha QF,21.2,1901.0,1881.9
Tommy Paul,26,26.2,1867.7,,1854.3,1598.2,1618.1,,1861.0,1732.9,1742.9,,2023 Miami R32,25.8,1953.2,1824.2
