Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Ashleigh Barty,1,25.7,2180.6,,2071.5,1891.5,1773.2,,2126.0,2036.0,1976.9,,2021 Us Open R64,25.3,2219.8,2114.7
Anett Kontaveit,2,26.2,2104.5,,2028.5,1720.5,1517.7,,2066.5,1912.5,1811.1,,2022 Doha SF,26.2,2104.5,2091.0
Iga Swiatek,3,20.7,2092.9,,1992.6,1960.3,1583.6,,2042.7,2026.6,1838.3,,2021 Roland Garros R16,20.0,2093.7,2106.1
Maria Sakkari,4,26.6,2033.8,,1943.6,1787.6,1500.8,,1988.7,1910.7,1767.3,,2022 Doha QF,26.6,2044.4,1985.0
Paula Badosa,5,24.3,2031.8,,1894.1,1844.8,1505.5,,1963.0,1938.3,1768.7,,2022 Australian Open R32,24.2,2083.9,1893.3
Ons Jabeur,6,27.5,2027.4,,1916.0,1710.0,1745.6,,1971.7,1868.7,1886.5,,2021 Indian Wells QF,27.1,2041.0,1879.8
Jelena Ostapenko,7,24.7,2025.1,,1920.5,1681.6,1761.1,,1972.8,1853.3,1893.1,,2022 Doha QF,24.7,2034.7,2086.2
Danielle Collins,8,28.2,2019.9,,1927.5,1715.1,1476.5,,1973.7,1867.5,1748.2,,2022 Australian Open SF,28.1,2048.0,1879.5
Victoria Azarenka,9,32.6,2013.9,,1922.5,1678.2,1563.2,,1968.2,1846.1,1788.6,,2013 Indian Wells R16,23.6,2325.6,1820.9
Simona Halep,10,30.4,2011.3,,1903.2,1868.6,1702.6,,1957.2,1939.9,1856.9,,2015 Stuttgart QF,23.6,2177.7,1875.4
Karolina Pliskova,11,29.6,2009.8,,1896.1,1851.8,1772.1,,1953.0,1930.8,1890.9,,2019 Wimbledon R32,27.3,2087.5,
Garbine Muguruza,12,28.4,2009.4,,1924.8,1861.3,1671.5,,1967.1,1935.3,1840.4,,2017 US Open R32,23.9,2109.6,1769.0
Naomi Osaka,13,24.3,2004.2,,1957.9,1570.3,1500.0,,1981.1,1787.3,1752.1,,2021 Miami R16,23.4,2199.5,1803.8
Aryna Sabalenka,14,23.8,1991.8,,1884.8,1807.0,1699.9,,1938.3,1899.4,1845.9,,2021 Rome R32,23.0,2127.9,1808.5
Barbora Krejcikova,15,26.2,1978.3,,1846.3,1849.8,1448.1,,1912.3,1914.0,1713.2,,2021 Us Open R16,25.7,2048.5,1878.7
Marketa Vondrousova,16,22.6,1975.5,,1907.3,1723.8,1314.1,,1941.4,1849.6,1644.8,,2019 Roland Garros SF,19.9,2059.6,1917.0
Petra Kvitova,17,32.0,1964.7,,1866.7,1858.4,1699.4,,1915.7,1911.5,1832.0,,2012 Sydney QF,21.8,2174.6,1768.0
Jennifer Brady,18,26.3,1964.6,,1878.8,1600.9,1498.4,,1921.7,1782.7,1731.5,,2021 Australian Open SF,25.8,1995.5,
Jessica Pegula,19,28.0,1956.0,,1873.8,1518.5,1410.1,,1914.9,1737.3,1683.1,,2021 Rome R16,27.2,1981.6,1854.4
Elena Rybakina,20,22.7,1951.8,,1850.9,1694.6,1666.8,,1901.4,1823.2,1809.3,,2020 Dubai SF,20.7,2031.9,1828.5
Leylah Fernandez,21,19.5,1944.6,,1880.3,1439.8,1397.5,,1912.4,1692.2,1671.0,,2022 Monterrey F,19.5,1944.6,1839.1
