Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jordan Thompson,35,30.9,1867.1,,33,1829.1,101,1643.7,21,1772.4,,1891.2,2024-12,,40,-0.13,1760.5
Alexei Popyrin,36,25.6,1856.3,,40,1787.8,29,1800.4,42,1698.0,,1902.2,2024-10,,26,0.33,1734.2
Alex Michelsen,37,20.5,1852.9,,35,1806.5,113,1627.6,36,1716.1,,1904.8,2025-01,,38,-0.03,1800.6
Jenson Brooksby,38,24.4,1850.0,,39,1790.2,31,1788.6,45,1694.4,,2005.3,2022-03,,163,-1.46,1799.9
Marcos Giron,39,31.7,1848.4,,36,1805.0,77,1690.9,22,1763.1,,1874.1,2025-03,,45,-0.14,1813.6
Frances Tiafoe,40,27.2,1846.5,,37,1803.0,43,1757.4,25,1744.6,,1974.0,2023-06,,17,0.86,1769.8
Hamad Medjedovic,41,21.7,1832.4,,42,1783.1,39,1770.0,58,1664.1,,1844.3,2025-04,,61,-0.40,1854.2
Zizou Bergs,42,25.8,1829.9,,41,1787.5,53,1738.8,44,1696.7,,1859.2,2025-03,,50,-0.17,1814.5
Nuno Borges,43,28.1,1826.2,,44,1776.2,36,1780.1,97,1597.1,,1843.6,2025-03,,41,0.05,1823.2
Brandon Nakashima,44,23.6,1822.8,,38,1790.4,60,1723.9,35,1717.5,,1909.5,2024-09,,32,0.32,1773.8
Colton Smith,45,22.0,1817.5,,50,1757.4,116,1621.0,87,1608.7,,1835.1,2025-03,,161,-1.27,1846.7
Fabian Marozsan,46,25.5,1816.1,,57,1745.0,51,1740.9,89,1607.7,,1867.2,2024-04,,58,-0.23,1838.6
Learner Tien,47,19.3,1811.9,,46,1771.1,159,1561.1,90,1605.9,,1888.2,2025-02,,69,-0.38,1786.2
Kamil Majchrzak,48,29.2,1809.4,,62,1730.6,30,1793.8,43,1697.5,,1809.4,2025-04,,90,-0.63,1892.3
Marin Cilic,49,36.5,1808.1,,53,1751.2,41,1762.5,23,1753.4,,2100.4,2010-02,,109,-0.80,1782.5
Roman Safiullin,50,27.6,1807.7,,48,1759.7,57,1730.7,38,1706.6,,1911.3,2024-01,,73,-0.38,1718.4
Matteo Arnaldi,51,24.1,1806.5,,43,1778.5,45,1753.7,63,1645.0,,1902.9,2024-06,,44,0.15,1726.6
Yoshihito Nishioka,52,29.4,1802.8,,47,1764.6,79,1687.4,66,1643.1,,1884.7,2023-01,,74,-0.35,1804.1
Miomir Kecmanovic,53,25.6,1798.2,,55,1746.8,54,1738.6,57,1664.2,,1900.6,2022-04,,47,0.12,1773.0
Reilly Opelka,54,27.6,1793.9,,49,1757.4,52,1739.8,68,1638.8,,1927.5,2022-04,,103,-0.65,1784.2
Marton Fucsovics,55,33.1,1792.5,,60,1736.0,46,1752.1,29,1727.0,,1924.2,2021-03,,130,-0.86,1769.1
David Goffin,56,34.3,1791.9,,58,1744.9,55,1737.1,28,1728.1,,2048.7,2017-04,,49,0.13,1736.2
Giovanni Mpetshi Perricard,57,21.7,1790.9,,51,1753.4,90,1666.3,40,1706.0,,1862.8,2024-12,,37,0.43,1679.2
Laslo Djere,58,29.8,1788.4,,78,1693.7,32,1783.8,91,1604.8,,1854.6,2023-09,,71,-0.20,1848.5
Flavio Cobolli,59,22.9,1788.0,,68,1718.9,48,1750.1,95,1600.3,,1889.7,2024-12,,36,0.49,1682.6
Jacob Fearnley,60,23.7,1782.2,,52,1751.8,156,1561.9,48,1686.1,,1910.0,2024-10,,68,-0.13,1737.6
Juncheng Shang,61,19.9,1781.5,,61,1733.3,95,1658.1,53,1668.6,,1895.7,2024-09,,60,0.02,1648.0
Sebastian Baez,62,24.2,1781.2,,123,1618.1,28,1804.2,121,1561.1,,1941.4,2022-07,,33,0.63,1784.8
Kei Nishikori,63,35.2,1780.4,,56,1745.6,97,1652.6,75,1624.3,,2194.2,2016-08,,64,-0.02,1760.6
Quentin Halys,64,28.3,1780.2,,64,1730.1,74,1693.5,41,1705.0,,1811.4,2023-04,,52,0.21,1797.4
Luciano Darderi,65,23.1,1773.9,,189,1533.6,33,1781.4,116,1573.2,,1857.0,2024-06,,46,0.35,1862.2
Christopher Oconnell,66,30.8,1771.1,,59,1737.7,83,1677.6,60,1655.9,,1814.1,2025-03,,87,-0.28,1710.7
Pablo Carreno Busta,67,33.7,1769.6,,54,1748.2,47,1751.6,106,1582.5,,2005.1,2021-08,,96,-0.36,1698.8
Ethan Quinn,68,21.0,1767.3,,74,1705.1,160,1560.1,85,1611.7,,1770.7,2025-04,,119,-0.56,1823.2
Roberto Bautista Agut,69,36.9,1767.2,,70,1710.9,63,1720.0,27,1729.6,,2033.8,2016-02,,55,0.23,1552.3
Cameron Norrie,70,29.6,1765.1,,66,1728.0,42,1759.4,49,1685.6,,2028.6,2022-08,,91,-0.26,1696.7
Lorenzo Sonego,71,29.9,1763.9,,63,1730.4,73,1693.9,61,1652.9,,1895.3,2021-05,,43,0.50,1685.0
Borna Coric,72,28.4,1761.2,,67,1727.5,66,1714.3,64,1643.7,,2011.6,2019-01,,104,-0.37,1798.8
Lucas Pouille,73,30.9,1758.9,,69,1711.4,81,1680.8,51,1683.7,,1987.7,2017-06,,111,-0.42,1651.6
Raphael Collignon,74,23.2,1758.6,,77,1696.5,67,1712.7,103,1583.8,,1758.6,2025-04,,81,-0.09,1775.1
Alexander Bublik,75,27.8,1751.8,,71,1710.8,86,1673.2,33,1722.2,,1904.1,2024-02,,75,0,1707.6
Jaume Munar,76,27.9,1750.9,,86,1682.1,70,1709.6,135,1546.5,,1819.0,2021-04,,53,0.36,1749.7
Alejandro Tabilo,77,27.8,1750.5,,81,1689.6,64,1714.5,52,1673.7,,1895.7,2024-07,,35,0.79,1635.2
Camilo Ugo Carabelli,78,25.8,1749.2,,118,1626.8,56,1731.6,176,1512.8,,1762.2,2025-04,,59,0.28,1792.8
Alexandre Muller,79,28.1,1748.2,,89,1681.6,62,1720.7,111,1580.4,,1780.8,2025-02,,39,0.71,1743.8
Botic Van De Zandschulp,80,29.5,1746.2,,73,1708.5,82,1677.7,84,1612.2,,1938.0,2022-09,,88,-0.10,1685.3
Jan Lennard Struff,81,34.9,1743.3,,94,1661.3,58,1729.8,67,1639.3,,1935.1,2024-07,,79,0.03,1530.7
Corentin Moutet,82,25.9,1741.4,,80,1691.9,78,1687.5,76,1624.2,,1830.6,2022-09,,82,0,1699.8
Tomas Martin Etcheverry,83,25.7,1740.8,,88,1681.6,61,1722.4,150,1533.0,,1871.7,2023-05,,51,0.49,1645.2
Roberto Carballes Baena,84,32.0,1740.0,,90,1672.8,65,1714.5,119,1566.1,,1788.1,2024-07,,56,0.41,1659.0
Gabriel Diallo,85,23.5,1738.5,,72,1710.0,126,1603.8,130,1552.0,,1807.9,2024-10,,78,0.09,1692.1
Mariano Navone,86,24.1,1734.8,,158,1568.8,49,1746.6,187,1503.8,,1875.9,2024-04,,85,0.01,1754.3
Nishesh Basavareddy,87,19.9,1732.7,,65,1729.0,254,1449.4,118,1566.4,,1856.6,2025-01,,107,-0.21,1651.2
Aleksandar Kovacevic,88,26.5,1731.5,,79,1692.1,169,1550.6,129,1552.4,,1758.8,2024-04,,77,0.13,1809.0
Nicolas Jarry,89,29.5,1729.8,,83,1683.6,71,1707.9,71,1630.8,,1903.0,2023-10,,57,0.45,1538.2
Bu Yunchaokete,90,23.2,1728.2,,82,1687.3,131,1593.9,137,1544.8,,1834.9,2024-09,,72,0.22,1683.8
Zhizhen Zhang,91,28.3,1727.2,,98,1650.9,59,1728.4,81,1614.6,,1830.9,2024-09,,54,0.52,1598.0
Adam Walton,92,25.9,1725.0,,85,1683.5,227,1473.9,117,1571.2,,1747.1,2025-04,,86,0.07,1758.9
Dominik Koepfer,93,30.7,1719.9,,91,1669.9,68,1712.3,83,1613.0,,1822.7,2024-03,,193,-0.73,1561.7
Mackenzie Mcdonald,94,29.9,1718.7,,75,1699.7,155,1563.0,77,1623.3,,1847.6,2023-03,,97,-0.03,1668.6
Daniel Altmaier,95,26.5,1716.6,,100,1646.4,80,1682.3,136,1546.5,,1789.1,2021-08,,67,0.35,1771.9
Yibing Wu,96,25.4,1716.2,,76,1697.1,132,1592.7,138,1544.7,,1882.9,2023-03,,448,-1.54,
Stan Wawrinka,97,40.0,1715.2,,87,1681.7,84,1676.7,88,1608.4,,2145.5,2016-01,,158,-0.49,1567.3
Pedro Martinez,98,27.9,1713.7,,122,1624.9,69,1711.2,200,1492.8,,1844.3,2022-04,,48,0.71,1692.4
Jason Kubler,99,31.9,1707.5,,103,1643.4,109,1635.5,46,1690.8,,1790.0,2022-07,,307,-1.13,1645.4
Benjamin Bonzi,100,28.8,1705.0,,84,1683.5,150,1570.0,73,1630.5,,1835.8,2022-06,,62,0.48,1512.8
Max Purcell,101,26.3,1702.6,,105,1638.9,181,1539.3,62,1645.3,,1789.1,2023-08,,141,-0.33,
Valentin Royer,102,23.8,1701.6,,150,1579.4,75,1693.4,151,1532.5,,1714.8,2025-04,,118,-0.15,1742.2
Vit Kopriva,103,27.7,1701.2,,120,1625.1,87,1669.4,86,1609.6,,1714.3,2025-03,,95,0.08,1745.9
Dalibor Svrcina,104,22.5,1699.3,,95,1658.1,107,1637.1,173,1514.0,,1712.9,2025-04,,127,-0.20,1770.8
Damir Dzumhur,105,32.9,1695.0,,113,1631.4,85,1676.0,99,1595.8,,1895.8,2017-09,,63,0.51,1751.9
Emil Ruusuvuori,106,26.0,1694.8,,93,1665.8,115,1623.8,78,1620.8,,1893.2,2023-06,,228,-0.77,1484.3
Yosuke Watanuki,107,27.0,1694.3,,97,1651.7,114,1624.0,82,1613.9,,1798.2,2023-05,,213,-0.69,1674.7
Emilio Nava,108,23.3,1693.7,,172,1550.2,72,1699.2,158,1527.8,,1713.5,2025-04,,132,-0.20,1798.6
Arthur Cazaux,109,22.5,1691.5,,96,1653.9,180,1540.0,115,1574.2,,1806.5,2024-02,,116,-0.06,1600.2
Mattia Bellucci,110,23.8,1688.5,,112,1632.0,137,1586.1,74,1625.5,,1814.3,2024-10,,66,0.51,1641.5
Borna Gojo,111,27.1,1688.1,,92,1666.3,119,1614.5,203,1491.7,,1800.2,2023-10,,353,-1.16,1552.9
Jesper De Jong,112,24.8,1683.0,,131,1607.9,88,1667.7,147,1536.0,,1721.9,2024-10,,93,0.19,1688.5
Dusan Lajovic,113,34.7,1682.4,,138,1593.5,76,1693.4,194,1496.7,,1854.6,2018-10,,138,-0.20,1640.6
Marc Andrea Huesler,114,28.7,1680.9,,101,1646.1,121,1613.3,108,1582.4,,1817.0,2023-02,,154,-0.30,1707.6
Hugo Gaston,115,24.5,1677.9,,116,1629.3,92,1663.2,107,1582.5,,1795.1,2021-11,,80,0.36,1638.9
Lloyd Harris,116,28.1,1674.2,,115,1629.7,163,1557.9,59,1659.4,,1896.0,2021-10,,166,-0.36,
Francesco Passaro,117,24.1,1672.2,,149,1580.1,96,1652.7,189,1501.5,,1779.0,2022-08,,101,0.15,1662.5
Aslan Karatsev,118,31.5,1671.7,,119,1625.7,93,1663.1,167,1516.6,,1964.6,2021-05,,187,-0.46,1557.4
Arthur Rinderknech,119,29.7,1671.0,,111,1632.1,104,1643.2,140,1541.7,,1869.2,2022-10,,76,0.45,1512.0
Andrea Vavassori,120,29.9,1669.5,,107,1637.7,111,1631.5,154,1528.8,,1734.8,2023-04,,303,-0.93,1641.2
Nicolas Moreno De Alboran,121,27.3,1669.4,,110,1635.3,117,1615.1,159,1527.2,,1687.7,2024-11,,144,-0.17,
Rinky Hijikata,122,24.1,1668.9,,99,1647.2,321,1391.6,112,1580.4,,1744.9,2025-01,,84,0.37,1584.6
Diego Schwartzman,123,32.4,1668.6,,102,1643.9,94,1659.4,120,1561.5,,1979.6,2020-11,,442,-1.28,
Francisco Comesana,124,24.5,1668.1,,151,1579.3,99,1646.1,104,1583.0,,1717.9,2023-09,,70,0.57,1676.8
Brandon Holt,125,27.0,1667.8,,109,1636.0,258,1445.1,156,1528.4,,1725.5,2025-02,,110,0.13,1675.6
Sebastian Ofner,126,28.9,1667.2,,114,1631.0,112,1631.4,96,1599.1,,1812.7,2024-01,,153,-0.19,1551.7
Arthur Bouquier,127,24.1,1666.5,,106,1638.2,265,1443.3,149,1533.3,,1732.0,2025-03,,192,-0.41,1724.4
Fabio Fognini,128,37.8,1665.5,,142,1590.0,89,1666.4,69,1631.8,,2003.8,2014-04,,112,0.13,
Thiago Monteiro,129,30.7,1664.7,,141,1590.4,91,1663.4,152,1532.2,,1748.2,2024-05,,94,0.32,1628.0
Cristian Garin,130,28.8,1664.0,,124,1617.3,106,1640.8,70,1631.0,,1889.6,2019-04,,214,-0.50,1653.1
Valentin Vacherot,131,26.3,1661.8,,139,1592.9,98,1650.6,180,1510.2,,1740.8,2024-03,,223,-0.53,1645.3
Leandro Riedi,132,22.5,1661.3,,125,1616.3,144,1572.9,92,1604.5,,1823.3,2023-01,,374,-1.04,
Kyrian Jacquet,133,23.8,1661.0,,104,1639.5,142,1576.6,183,1505.4,,1735.1,2025-02,,152,-0.13,1664.9
Yannick Hanfmann,134,33.4,1659.8,,136,1597.6,103,1643.4,133,1548.6,,1843.4,2023-06,,123,0.09,1589.8
Eliot Spizzirri,135,23.3,1658.7,,108,1636.2,215,1490.0,144,1537.3,,1714.6,2025-04,,125,0.08,1652.8
Pierre Hugues Herbert,136,34.0,1658.7,,117,1628.1,134,1590.8,113,1579.9,,1867.9,2019-06,,147,-0.08,1732.8
Aleksandar Vukic,137,29.0,1657.6,,121,1625.1,173,1547.1,80,1617.0,,1773.3,2025-01,,83,0.50,1446.5
Jaime Faria,138,21.5,1653.1,,173,1549.4,102,1643.6,198,1493.1,,1692.5,2024-05,,105,0.27,1649.1
Richard Gasquet,139,38.8,1651.6,,126,1613.6,122,1609.4,98,1596.7,,2059.5,2016-05,,143,-0.03,1606.1
Facundo Bagnis,140,34.4,1649.2,,190,1533.0,105,1642.5,340,1400.1,,1737.0,2021-07,,399,-1.05,
Christopher Eubanks,141,28.9,1646.1,,137,1596.3,216,1489.9,72,1630.6,,1864.8,2023-07,,108,0.27,1587.2
Alexander Blockx,142,19.9,1645.2,,127,1613.3,201,1521.6,162,1522.6,,1743.2,2025-01,,151,-0.06,1598.6
Luca Nardi,143,21.6,1642.6,,129,1610.3,140,1580.1,226,1471.1,,1724.6,2024-04,,100,0.36,1598.7
Pavel Kotov,144,26.3,1639.9,,147,1580.5,110,1631.9,143,1537.5,,1797.1,2024-05,,121,0.17,1571.0
Michael Mmoh,145,27.2,1639.4,,128,1610.6,194,1527.5,146,1536.5,,1762.3,2017-02,,341,-0.86,1571.6
Felipe Meligeni Alves,146,27.1,1637.5,,217,1502.0,108,1636.4,110,1580.9,,1695.3,2023-10,,117,0.22,1690.9
Daniel Elahi Galan,147,28.8,1634.1,,168,1554.5,123,1609.3,109,1582.1,,1757.5,2022-09,,115,0.25,1662.1
Facundo Diaz Acosta,148,24.1,1632.7,,187,1533.7,100,1646.1,239,1459.5,,1791.9,2024-02,,194,-0.27,1545.4
James Duckworth,149,33.2,1632.3,,146,1583.9,179,1540.7,94,1601.2,,1785.9,2021-11,,89,0.52,1589.4
Hugo Dellien,150,31.8,1629.7,,219,1501.1,120,1614.4,216,1480.1,,1779.8,2022-05,,99,0.42,1593.7
Jerome Kym,151,21.9,1627.9,,157,1568.9,125,1608.1,174,1513.9,,1738.0,2024-10,,133,0.13,
Nikoloz Basilashvili,152,33.1,1627.8,,132,1602.2,141,1577.8,101,1588.1,,1889.8,2019-01,,157,-0.03,1578.2
Alex Molcan,153,26.7,1627.7,,130,1608.3,128,1602.6,123,1558.5,,1872.5,2022-07,,642,-1.43,
Adrian Mannarino,154,36.7,1626.9,,135,1599.7,207,1507.2,79,1618.5,,1896.3,2018-01,,124,0.22,1431.5
Filip Misolic,155,23.6,1626.9,,161,1564.2,136,1589.7,223,1474.1,,1720.3,2023-11,,184,-0.17,1681.9
Thiago Seyboth Wild,156,25.0,1625.0,,134,1600.7,130,1596.7,141,1541.5,,1793.4,2024-05,,113,0.32,1401.5
Lukas Klein,157,27.0,1624.0,,140,1592.5,146,1572.3,122,1559.8,,1777.5,2024-03,,173,-0.10,1510.1
Luca Van Assche,158,20.9,1619.5,,143,1589.5,135,1590.7,160,1523.0,,1801.5,2023-04,,179,-0.12,1614.6
Harold Mayot,159,23.1,1617.8,,159,1566.8,145,1572.9,105,1582.8,,1701.9,2024-06,,160,-0.01,1587.5
Tristan Boyer,160,23.9,1617.5,,144,1586.3,133,1591.8,207,1488.8,,1753.1,2025-01,,120,0.29,1512.7
Liam Draxl,161,23.3,1616.0,,145,1585.4,195,1527.1,182,1508.0,,1653.0,2025-03,,156,0.03,1624.2
Alexander Shevchenko,162,24.3,1614.4,,148,1580.3,149,1570.8,222,1474.2,,1792.0,2024-02,,92,0.57,1568.6
Federico Coria,163,33.0,1612.7,,228,1487.0,129,1597.1,324,1408.0,,1754.4,2021-07,,139,0.16,1593.4
Juan Manuel Cerundolo,164,23.3,1611.8,,225,1493.1,127,1603.1,251,1448.9,,1774.8,2021-10,,126,0.26,1594.4
Daniel Evans,165,34.8,1610.7,,133,1600.9,171,1547.9,102,1587.7,,1902.5,2021-04,,197,-0.18,1399.3
Terence Atmane,166,23.2,1608.9,,153,1575.3,168,1550.8,191,1497.4,,1707.1,2023-10,,136,0.20,1642.7
Constant Lestienne,167,32.8,1608.8,,154,1571.2,241,1458.8,197,1493.3,,1781.3,2023-01,,180,-0.07,1568.1
Elmer Moller,168,21.7,1602.9,,229,1486.9,124,1608.6,132,1551.4,,1736.7,2024-10,,114,0.39,1595.6
Tristan Schoolkate,169,24.1,1601.6,,163,1563.6,340,1376.9,164,1518.0,,1636.3,2024-06,,122,0.33,1630.3
Otto Virtanen,170,23.7,1598.7,,155,1570.2,229,1471.0,125,1558.0,,1768.8,2024-03,,129,0.28,1465.2
Giulio Zeppieri,171,23.3,1597.3,,152,1578.6,174,1546.4,192,1497.2,,1691.2,2022-07,,334,-0.67,1508.7
Taro Daniel,172,32.1,1596.4,,156,1569.3,172,1547.2,205,1489.6,,1766.8,2023-04,,131,0.27,1350.5
Thiago Agustin Tirante,173,23.9,1595.2,,164,1560.7,165,1552.1,185,1504.5,,1672.2,2021-09,,134,0.26,1606.6
Chris Rodesch,174,23.7,1593.7,,220,1500.4,161,1560.1,193,1496.8,,1593.7,2025-04,,177,-0.02,1635.4
Gregoire Barrere,175,31.1,1591.1,,170,1551.3,157,1561.6,127,1554.9,,1804.5,2020-02,,220,-0.23,1439.0
Tomas Barrios Vera,176,27.3,1591.0,,239,1479.2,138,1581.2,145,1537.0,,1710.3,2023-07,,128,0.32,1583.4
Maximilian Marterer,177,29.6,1590.7,,188,1533.7,139,1580.4,131,1551.5,,1815.1,2018-06,,216,-0.20,
Matteo Gigante,178,23.2,1589.9,,166,1556.8,197,1526.1,172,1515.0,,1632.4,2024-04,,195,-0.09,1602.2
Coleman Wong,179,20.7,1589.3,,167,1556.8,230,1470.2,234,1463.3,,1666.1,2024-09,,169,0.06,1618.1
Billy Harris,180,30.2,1588.8,,160,1564.7,253,1449.6,100,1594.3,,1711.4,2024-06,,102,0.57,1573.2
Zsombor Piros,181,25.4,1587.1,,181,1536.8,158,1561.5,139,1542.4,,1731.0,2023-04,,270,-0.40,1640.3
J J Wolf,182,26.1,1586.4,,171,1551.2,175,1546.3,155,1528.8,,1847.7,2023-02,,284,-0.44,1546.8
Chun Hsin Tseng,183,23.6,1586.2,,209,1508.7,143,1575.3,273,1434.2,,1715.6,2022-04,,98,0.62,1640.2
Kyle Edmund,184,29.8,1582.6,,162,1563.7,147,1572.0,181,1508.4,,1952.7,2019-03,,509,-1.02,
Gustavo Heide,185,22.9,1581.7,,261,1454.0,148,1571.6,237,1460.3,,1661.1,2024-07,,178,0.04,1584.2
Mark Lajal,186,21.9,1581.1,,169,1552.0,261,1444.6,93,1601.3,,1668.0,2023-06,,199,-0.07,1547.6
Dino Prizmic,187,19.6,1580.0,,165,1559.6,190,1532.6,210,1486.1,,1719.0,2023-09,,335,-0.58,1510.2
Li Tu,188,28.8,1579.0,,178,1541.6,217,1486.6,126,1557.3,,1633.5,2022-10,,164,0.14,1547.1
Murphy Cassone,189,22.6,1576.2,,175,1548.6,259,1444.9,209,1488.1,,1684.9,2025-02,,204,-0.08,1574.4
Mikhail Kukushkin,190,37.2,1574.5,,183,1535.2,186,1534.0,124,1558.3,,1864.2,2010-10,,162,0.16,1477.0
Timofey Skatov,191,24.1,1574.2,,208,1508.9,153,1567.2,199,1493.1,,1672.0,2024-07,,172,0.10,1549.7
Seong Chan Hong,192,27.2,1573.0,,176,1543.3,260,1444.7,343,1397.6,,1613.7,2024-04,,312,-0.49,
Pablo Llamas Ruiz,193,22.4,1571.1,,227,1487.2,151,1569.6,196,1496.1,,1733.1,2023-08,,614,-1.16,1506.4
Carlos Taberner,194,27.6,1570.1,,278,1434.0,154,1564.9,276,1433.7,,1725.0,2021-10,,140,0.33,1604.8
Alex Bolt,195,32.2,1569.3,,202,1515.8,367,1351.7,114,1576.1,,1688.9,2019-03,,226,-0.15,1550.3
Vilius Gaubas,196,20.2,1568.2,,259,1455.6,152,1569.1,148,1534.1,,1655.0,2024-08,,149,0.27,1639.7
Albert Ramos,197,37.2,1567.6,,185,1534.2,185,1534.3,286,1429.1,,1889.0,2017-04,,233,-0.17,1492.3
Radu Albot,198,35.4,1567.4,,191,1528.8,182,1538.9,128,1552.6,,1823.4,2019-05,,266,-0.30,1342.6
Norbert Gombos,199,34.6,1567.2,,192,1527.0,167,1551.0,231,1465.1,,1753.2,2020-11,,336,-0.52,1641.6
Liam Broady,200,30.6,1566.1,,184,1535.1,242,1458.7,195,1496.4,,1757.4,2022-03,,631,-1.15,
Alexander Ritschard,201,31.0,1565.9,,244,1472.5,118,1614.9,208,1488.3,,1695.9,2024-07,,135,0.40,1432.0
Shintaro Mochizuki,202,21.7,1565.2,,194,1524.8,166,1551.8,219,1477.9,,1625.3,2024-06,,146,0.32,1576.2
Ricardas Berankis,203,34.8,1564.8,,200,1518.5,162,1558.7,157,1528.3,,1842.4,2011-02,,294,-0.37,1524.0
Jurij Rodionov,204,25.8,1563.6,,182,1536.5,214,1490.4,184,1505.1,,1702.1,2023-06,,230,-0.12,1526.7
Hugo Grenier,205,29.0,1562.6,,193,1525.5,256,1446.8,165,1516.8,,1734.0,2022-09,,175,0.16,1513.0
Alexis Galarneau,206,26.1,1562.5,,179,1538.9,250,1451.6,211,1485.9,,1631.5,2024-04,,201,0.02,1538.4
Sumit Nagal,207,27.6,1560.2,,203,1515.3,164,1555.9,270,1435.0,,1745.2,2019-09,,165,0.23,1468.4
Benjamin Hassan,208,30.1,1557.5,,206,1513.0,183,1537.5,229,1470.5,,1680.2,2023-10,,219,-0.05,1521.5
Alejandro Moro Canas,209,24.3,1557.1,,199,1519.7,204,1513.0,142,1540.1,,1673.5,2024-07,,159,0.27,1546.6
